,Inventory,Type,Date,Due Date,Num,Name,Qty,Invoiced,Backordered,Amount,Open Balance,Month,Year
2949,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,11/26/2018,01/25/2019,A30694,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,11,2018
2950,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,11/26/2018,01/25/2019,A30696,"WURI, INC.",6.0,0.0,6.0,33.0,33.0,11,2018
2951,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,11/30/2018,12/30/2018,A30732,"UNION SALES, INC.",48.0,0.0,48.0,264.0,264.0,11,2018
2952,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/03/2018,01/02/2019,A30741,US IMPORT,6.0,0.0,6.0,33.0,33.0,12,2018
2953,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/06/2018,02/04/2019,A30761,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,12,2018
2954,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/17/2018,02/15/2019,A30815,"WURI, INC.",6.0,0.0,6.0,33.0,33.0,12,2018
2955,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/17/2018,02/15/2019,A30820,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,12,2018
2956,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/17/2018,02/15/2019,A30824,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,12,2018
2957,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/17/2018,01/16/2019,A30828,KING J FASHION & BEAUTY,1.0,0.0,1.0,7.5,7.5,12,2018
2958,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/26/2018,01/25/2019,A30867,"UNION SALES, INC.",24.0,0.0,24.0,132.0,132.0,12,2018
2959,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/26/2018,02/24/2019,A30878,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,12,2018
2960,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/07/2019,03/08/2019,A30927,"WURI, INC.",6.0,0.0,6.0,33.0,33.0,1,2019
2961,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/07/2019,03/08/2019,A30932,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,1,2019
2962,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/07/2019,02/06/2019,A30937,US IMPORT,6.0,0.0,6.0,33.0,33.0,1,2019
2963,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/10/2019,02/09/2019,A30954,"UNION SALES, INC.",24.0,0.0,24.0,132.0,132.0,1,2019
2964,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/10/2019,03/11/2019,A30963,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,1,2019
2965,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/14/2019,02/13/2019,A30974,US IMPORT,6.0,0.0,6.0,33.0,33.0,1,2019
2966,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/21/2019,03/22/2019,A31021,SUN 3 TRADING LLC.,6.0,0.0,6.0,33.0,33.0,1,2019
2967,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/23/2019,03/24/2019,A31027,SUN 3 TRADING LLC.,6.0,0.0,6.0,33.0,33.0,1,2019
2968,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/24/2019,02/23/2019,A31039,ESSENCE BEAUTY MART,1.0,0.0,1.0,7.5,7.5,1,2019
2969,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/28/2019,03/29/2019,A31055,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,1,2019
2970,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/28/2019,03/29/2019,A31056,SUN 3 TRADING LLC.,6.0,0.0,6.0,33.0,33.0,1,2019
2971,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/30/2019,03/01/2019,A31080,US IMPORT,6.0,0.0,6.0,33.0,33.0,1,2019
2972,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/08/2019,03/10/2019,A31152,LEE BEAUTY SUPPLY,1.0,0.0,1.0,7.5,7.5,2,2019
2973,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/11/2019,04/12/2019,A31157,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,2,2019
2974,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/13/2019,03/15/2019,A31170,US IMPORT,6.0,0.0,6.0,33.0,33.0,2,2019
2975,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/18/2019,04/19/2019,A31194,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,2,2019
2976,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/18/2019,04/19/2019,A31195,P&J TRADING (MD),3.0,0.0,3.0,16.5,16.5,2,2019
2977,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/19/2019,03/21/2019,A31205,LEE BEAUTY SUPPLY,1.0,0.0,1.0,7.5,7.5,2,2019
2978,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/20/2019,04/21/2019,A31214,YOUNG'S TRADING (GA),24.0,0.0,24.0,132.0,132.0,2,2019
2979,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/21/2019,03/23/2019,A31218,US IMPORT,6.0,0.0,6.0,33.0,33.0,2,2019
2980,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/22/2019,03/24/2019,A31233,"TEN TEN US TRADING, CORP.",24.0,0.0,24.0,132.0,132.0,2,2019
2981,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/27/2019,04/28/2019,A31258,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,2,2019
2982,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/28/2019,03/30/2019,A31260,US IMPORT,6.0,0.0,6.0,33.0,33.0,2,2019
2983,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/01/2019,03/01/2019,A31268,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,5.5,5.5,3,2019
2984,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/04/2019,05/03/2019,A31287,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,3,2019
2985,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/05/2019,03/20/2019,A31296,BEAUTY MART 1 (BEAUTY STORE),1.0,0.0,1.0,7.5,7.5,3,2019
2986,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/06/2019,04/05/2019,A31314,US IMPORT,6.0,0.0,6.0,33.0,33.0,3,2019
2987,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/07/2019,04/06/2019,A31325,"TEN TEN US TRADING, CORP.",24.0,0.0,24.0,132.0,132.0,3,2019
2988,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/13/2019,04/12/2019,A31354,US IMPORT,6.0,0.0,6.0,33.0,33.0,3,2019
2989,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/14/2019,05/13/2019,A31359,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,3,2019
2990,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/15/2019,05/14/2019,A31370,"WURI, INC.",6.0,0.0,6.0,33.0,33.0,3,2019
2991,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/19/2019,04/18/2019,A31385,ESSENCE BEAUTY MART,1.0,0.0,1.0,7.5,7.5,3,2019
2992,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/19/2019,04/18/2019,A31388,PRIME CK,3.0,0.0,3.0,16.5,16.5,3,2019
2993,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/20/2019,04/04/2019,A31394,"GENERAL IMPORT ENTERPRISES, INC.",24.0,0.0,24.0,132.0,132.0,3,2019
2994,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/22/2019,04/21/2019,A31407,"TEN TEN US TRADING, CORP.",24.0,0.0,24.0,132.0,132.0,3,2019
2995,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/25/2019,05/24/2019,A31411,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,3,2019
2996,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/27/2019,04/26/2019,A31446,US IMPORT,6.0,0.0,6.0,33.0,33.0,3,2019
2997,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/29/2019,03/29/2019,A31457,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,5.5,5.5,3,2019
2998,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/01/2019,05/31/2019,A31467,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,4,2019
2999,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/04/2019,06/03/2019,A31490,P&J TRADING (MD),12.0,0.0,12.0,66.0,66.0,4,2019
3000,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/04/2019,05/04/2019,A31495,US IMPORT,6.0,0.0,6.0,33.0,33.0,4,2019
3001,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/08/2019,06/07/2019,A31508,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,4,2019
3002,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/10/2019,05/10/2019,A31516,US IMPORT,6.0,0.0,6.0,33.0,33.0,4,2019
3003,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/15/2019,04/30/2019,A31535,BYESSENCE BEAUTY(J&D ENT.),3.0,0.0,3.0,16.5,16.5,4,2019
3004,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/15/2019,05/15/2019,A31541,EVERGREEN BEAUTY,1.0,0.0,1.0,7.5,7.5,4,2019
3005,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/16/2019,05/16/2019,A31548,US IMPORT,6.0,0.0,6.0,33.0,33.0,4,2019
3006,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/18/2019,05/18/2019,A31559,"TEN TEN US TRADING, CORP.",24.0,0.0,24.0,132.0,132.0,4,2019
3007,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/22/2019,06/21/2019,A31566,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,4,2019
3008,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,04/24/2019,06/23/2019,A31591,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,4,2019
3009,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/03/2019,05/03/2019,A31646,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,5.5,5.5,5,2019
3010,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/03/2019,07/02/2019,A31648,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,5,2019
3011,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/06/2019,06/05/2019,A31653,"TEN TEN US TRADING, CORP.",24.0,0.0,24.0,132.0,132.0,5,2019
3012,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/07/2019,06/06/2019,A31666,US IMPORT,6.0,0.0,6.0,33.0,33.0,5,2019
3013,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/09/2019,07/08/2019,A31678,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,5,2019
3014,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/17/2019,05/17/2019,A31732,EBS IMPORT&WHOLESALE (GA),2.0,0.0,2.0,11.0,11.0,5,2019
3015,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/20/2019,07/19/2019,A31738,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,5,2019
3016,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/21/2019,06/20/2019,A31750,"TEN TEN US TRADING, CORP.",24.0,0.0,24.0,132.0,132.0,5,2019
3017,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/30/2019,06/29/2019,A31781,US IMPORT,6.0,0.0,6.0,33.0,33.0,5,2019
3018,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/30/2019,07/29/2019,A31790,P&J TRADING (MD),12.0,0.0,12.0,66.0,66.0,5,2019
3019,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/12/2019,07/12/2019,A31872,"BEAUTY DEPOT (JACKSON, MS)",1.0,0.0,1.0,7.5,7.5,6,2019
3020,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/12/2019,07/12/2019,A31875,US IMPORT,6.0,0.0,6.0,33.0,33.0,6,2019
3021,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/14/2019,08/13/2019,A31883,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,6,2019
3022,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/17/2019,07/17/2019,A31894,"TEN TEN US TRADING, CORP.",24.0,0.0,24.0,132.0,132.0,6,2019
3023,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/19/2019,07/19/2019,A31913,US IMPORT,6.0,0.0,6.0,33.0,33.0,6,2019
3024,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/25/2019,07/25/2019,A31941,US IMPORT,6.0,0.0,6.0,33.0,33.0,6,2019
3025,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,07/09/2019,08/08/2019,A32002,US IMPORT,6.0,0.0,6.0,33.0,33.0,7,2019
3026,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,07/10/2019,09/08/2019,A32004,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,7,2019
3027,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,07/12/2019,07/12/2019,A32014,EBS IMPORT&WHOLESALE (GA),2.0,0.0,2.0,11.0,11.0,7,2019
3028,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,07/17/2019,08/16/2019,A32039,US IMPORT,6.0,0.0,6.0,33.0,33.0,7,2019
3029,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,07/19/2019,09/17/2019,A32049,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,7,2019
3030,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,07/19/2019,07/19/2019,A32051,AMIRA,1.0,0.0,1.0,9.0,9.0,7,2019
3031,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,07/19/2019,09/17/2019,A32059,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,7,2019
3032,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,07/30/2019,09/28/2019,A32092,CY LADY (GA),1.0,0.0,1.0,5.5,5.5,7,2019
3033,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,07/31/2019,09/29/2019,A32102,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,7,2019
3034,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,08/05/2019,10/04/2019,A32123,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,8,2019
3035,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,08/09/2019,10/08/2019,A32145,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,8,2019
3036,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,08/09/2019,10/08/2019,A32154,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,8,2019
3037,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,08/19/2019,10/18/2019,A32187,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,8,2019
3038,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,08/19/2019,09/18/2019,A32188,HAIR DEPOT PLUS(YOUNGSTOWN),1.0,0.0,1.0,5.5,5.5,8,2019
3039,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,08/23/2019,10/22/2019,A32211,P&J TRADING (MD),6.0,0.0,6.0,33.0,33.0,8,2019
3040,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,09/09/2019,11/08/2019,A32281,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,9,2019
3041,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,09/16/2019,11/15/2019,A32312,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,9,2019
3042,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,09/17/2019,10/17/2019,A32329,KING J FASHION & BEAUTY,1.0,0.0,1.0,7.5,7.5,9,2019
3043,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,11/01/2019,11/01/2019,A32580,EBS IMPORT&WHOLESALE (GA),2.0,0.0,2.0,11.0,11.0,11,2019
3044,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,11/01/2019,12/31/2019,A32582,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,11,2019
3045,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/13/2019,01/12/2020,A32784,KINGS BEAUTY SUPPLY (MAULDIN SC),3.0,0.0,3.0,22.5,22.5,12,2019
3046,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/16/2019,01/15/2020,A32800,KINGS BEAUTY SUPPLY (MAULDIN SC),2.0,0.0,2.0,15.0,15.0,12,2019
3047,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,12/19/2019,01/18/2020,A32815,KING J FASHION & BEAUTY,1.0,0.0,1.0,7.5,7.5,12,2019
3048,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,01/06/2020,03/06/2020,A32877,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,1,2020
3049,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,02/18/2020,04/18/2020,A33114,CY LADY (GA),1.0,0.0,1.0,5.5,5.5,2,2020
3050,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/06/2020,04/05/2020,A33213,ESSENCE BEAUTY MART,1.0,0.0,1.0,7.5,7.5,3,2020
3051,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,03/11/2020,04/10/2020,A33236,EVERGREEN BEAUTY,1.0,0.0,1.0,7.5,7.5,3,2020
3052,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,05/20/2020,06/04/2020,A33654,BYESSENCE BEAUTY(J&D ENT.),3.0,0.0,3.0,16.5,16.5,5,2020
3053,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/03/2020,06/03/2020,A33745,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,5.5,5.5,6,2020
3054,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/10/2020,07/10/2020,A33775,EVERGREEN BEAUTY,1.0,0.0,1.0,7.5,7.5,6,2020
3055,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/17/2020,07/17/2020,A33837,US IMPORT,6.0,0.0,6.0,33.0,33.0,6,2020
3056,K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),Sales Order,06/22/2020,07/22/2020,A33867,KING J FASHION & BEAUTY,1.0,0.0,1.0,7.5,7.5,6,2020
3057,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,06/20/2018,08/19/2018,A29965,YOUNG'S TRADING (GA),6.0,0.0,6.0,33.0,33.0,6,2018
3058,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,07/06/2018,08/05/2018,A30044,7 DOLLAR BEAUTY SUPPLY,12.0,0.0,12.0,66.0,66.0,7,2018
3059,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,07/18/2018,09/16/2018,A30096,YOUNG'S TRADING (GA),6.0,0.0,6.0,33.0,33.0,7,2018
3060,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,08/06/2018,09/05/2018,A30150,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,132.0,132.0,8,2018
3061,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,08/06/2018,10/05/2018,A30161,SUN 3 TRADING LLC.,3.0,0.0,3.0,16.5,16.5,8,2018
3062,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,08/20/2018,09/04/2018,A30239,"GENERAL IMPORT ENTERPRISES, INC.",24.0,0.0,24.0,132.0,132.0,8,2018
3063,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,08/22/2018,10/21/2018,A30255,YOUNG'S TRADING (GA),6.0,0.0,6.0,33.0,33.0,8,2018
3064,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,09/04/2018,10/04/2018,A30305,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,132.0,132.0,9,2018
3065,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,09/04/2018,11/03/2018,A30307,YOUNG'S TRADING (GA),6.0,0.0,6.0,33.0,33.0,9,2018
3066,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,10/01/2018,10/31/2018,A30426,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,132.0,132.0,10,2018
3067,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,10/24/2018,11/23/2018,A30540,7 DOLLAR BEAUTY SUPPLY,24.0,0.0,24.0,132.0,132.0,10,2018
3068,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,11/12/2018,01/11/2019,A30622,"WURI, INC.",6.0,0.0,6.0,33.0,33.0,11,2018
3069,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,11/21/2018,12/06/2018,A30692,"GENERAL IMPORT ENTERPRISES, INC.",24.0,0.0,24.0,132.0,132.0,11,2018
3070,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,12/17/2018,02/15/2019,A30815,"WURI, INC.",6.0,0.0,6.0,33.0,33.0,12,2018
3071,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,12/17/2018,01/16/2019,A30828,KING J FASHION & BEAUTY,1.0,0.0,1.0,7.5,7.5,12,2018
3072,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,02/04/2019,03/06/2019,A31114,KING J FASHION & BEAUTY,1.0,0.0,1.0,7.5,7.5,2,2019
3073,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,03/05/2019,03/20/2019,A31296,BEAUTY MART 1 (BEAUTY STORE),1.0,0.0,1.0,7.5,7.5,3,2019
3074,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,03/15/2019,05/14/2019,A31370,"WURI, INC.",3.0,0.0,3.0,16.5,16.5,3,2019
3075,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,03/25/2019,04/24/2019,A31414,KING J FASHION & BEAUTY,1.0,0.0,1.0,7.5,7.5,3,2019
3076,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,04/15/2019,04/30/2019,A31535,BYESSENCE BEAUTY(J&D ENT.),3.0,0.0,3.0,16.5,16.5,4,2019
3077,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,05/03/2019,05/03/2019,A31646,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,5.5,5.5,5,2019
3078,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,05/30/2019,06/29/2019,A31781,US IMPORT,3.0,0.0,3.0,16.5,16.5,5,2019
3079,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,06/12/2019,07/12/2019,A31875,US IMPORT,6.0,0.0,6.0,33.0,33.0,6,2019
3080,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,06/19/2019,07/19/2019,A31913,US IMPORT,6.0,0.0,6.0,33.0,33.0,6,2019
3081,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,06/25/2019,07/25/2019,A31941,US IMPORT,6.0,0.0,6.0,33.0,33.0,6,2019
3082,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,06/28/2019,06/28/2019,A31951,EBS IMPORT&WHOLESALE (GA),1.0,0.0,1.0,5.5,5.5,6,2019
3083,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,07/09/2019,08/08/2019,A32002,US IMPORT,6.0,0.0,6.0,33.0,33.0,7,2019
3084,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,07/17/2019,08/16/2019,A32039,US IMPORT,6.0,0.0,6.0,33.0,33.0,7,2019
3085,K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),Sales Order,07/30/2019,09/28/2019,A32092,CY LADY (GA),1.0,0.0,1.0,5.5,5.5,7,2019
