Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
K068 (STOCKING WAVE-CAP (2 PC) : BROWN (DZ/60 DZ)),5.00,26.00,0.0%,5.20,8.75,1.75,17.25,66.35%
K070 (SPANDEX DOME-CAP : ASSORTED (DZ/48 DZ)),112.00,"1,020.00",0.0%,9.11,436.80,3.90,583.20,57.18%
K071 (SPANDEX DOME-CAP : BLACK (DZ/48 DZ)),207.00,"1,896.00",0.0%,9.16,818.35,3.95,"1,077.65",56.84%
K072 (SPANDEX DOME-CAP : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K075 (SPANDEX SKULL-CAP : ASSORTED (DZ/48 DZ)),19.00,164.00,0.0%,8.63,61.09,3.22,102.91,62.75%
K076 (SPANDEX SKULL-CAP : BLACK (DZ/48 DZ)),91.00,781.00,0.0%,8.58,288.46,3.17,492.54,63.07%
K077 (SPANDEX SKULL-CAP : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K080 (TIE-DOWN WAVE-CAP : ASSORT (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K081 (TIE-DOWN WAVE-CAP : BLACK (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K082 (TIE-DOWN WAVE-CAP : WHITE (DZ/48 DZ)),1.00,5.00,0.0%,5.00,0.00,0.00,5.00,100.0%
K083 (DREADLOCK WAVE CAP : ASSORT (DZ/40DZ)),144.00,"1,252.00",0.0%,8.69,484.66,3.37,767.34,61.29%
K084 (DREADLOCK WAVE CAP : BLACK (DZ/40DZ)),382.00,"3,316.00",0.0%,8.68,"1,298.97",3.40,"2,017.03",60.83%
K085 (DREADLOCK WAVE CAP (JUMBO) : ASSORT (DZ/24DZ)),157.00,"1,747.00",0.0%,11.13,731.41,4.66,"1,015.59",58.13%
K086 (DREADLOCK WAVE CAP (JUMBO) : BLACK (DZ/24DZ)),379.00,"4,205.00",0.0%,11.09,"1,766.38",4.66,"2,438.62",57.99%
K090 (PLAY MAKER DU-RAG : ASSORTED (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K091 (PLAY MAKER DU-RAG : BLACK (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K092 (PLAY MAKER DU-RAG : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K096 (PLAY MAKER DU-RAG(TWO) : ASSORT (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K2000 (VELVET DURAG : ASST (DZ / 24DZ)),133.00,"3,075.00",0.0%,23.12,"1,396.50",10.50,"1,678.50",54.59%
K2001 (VELVET DURAG : BK (DZ / 24DZ)),182.00,"4,177.50",0.0%,22.95,"1,911.00",10.50,"2,266.50",54.26%
K2002 (VELVET DURAG : WHT (DZ / 24DZ)),11.00,255.00,0.0%,23.18,115.50,10.50,139.50,54.71%
K2003 (VELVET DURAG : RED (DZ / 24DZ)),22.00,495.00,0.0%,22.50,231.00,10.50,264.00,53.33%
K2004 (VELVET DURAG : NAVY (DZ / 24DZ)),19.00,442.50,0.0%,23.29,199.50,10.50,243.00,54.92%
K2005 (VELVET DURAG : ROYAL (DZ / 24DZ)),24.00,555.00,0.0%,23.13,252.00,10.50,303.00,54.6%
K2006 (VELVET DURAG : SKY (DZ / 24DZ)),15.00,345.00,0.0%,23.00,157.50,10.50,187.50,54.35%
K2007 (VELVET DURAG : SLV (DZ / 24DZ)),15.00,337.50,0.0%,22.50,157.50,10.50,180.00,53.33%
K2008 (VELVET DURAG : YELLOW (DZ / 24DZ)),10.00,225.00,0.0%,22.50,105.00,10.50,120.00,53.33%
K2009 (VELVET DURAG : ORG (DZ / 24DZ)),12.00,285.00,0.0%,23.75,126.00,10.50,159.00,55.79%
K201 (SPANDEX VISOR DOME CAP : BLACK (DZ/24 DZ)),-1.00,-18.00,0.0%,18.00,-8.20,8.20,-9.80,54.44%
K2010 (VELVET DURAG : GRN (DZ / 24DZ)),14.00,322.50,0.0%,23.04,147.00,10.50,175.50,54.42%
K2011 (VELVET DURAG : PNK (DZ / 24DZ)),17.00,382.50,0.0%,22.50,178.50,10.50,204.00,53.33%
K2012 (VELVET DURAG : PURPLE (DZ / 24DZ)),20.00,457.50,0.0%,22.88,210.00,10.50,247.50,54.1%
K2013 (VELVET DURAG : GOLD (DZ / 24DZ)),10.00,225.00,0.0%,22.50,105.00,10.50,120.00,53.33%
K2014 (VELVET DOME CAP : ASST (DZ / 24DZ)),27.00,373.50,0.0%,13.83,172.80,6.40,200.70,53.74%
K2015 (VELVET DOME CAP : BK (DZ / 24DZ)),14.00,198.00,0.0%,14.14,89.60,6.40,108.40,54.75%
K2016 (METALLIC DURAG : ASST. (DZ/24DZ)),24.00,432.00,0.0%,18.00,180.00,7.50,252.00,58.33%
K2017 (METALLIC DURAG : WHITE (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K2018 (METALLIC DURAG : ROYAL (DZ/24DZ)),8.00,144.00,0.0%,18.00,60.00,7.50,84.00,58.33%
K2019 (METALLIC DURAG : PURPLE (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K202 (SPANDEX VISOR DOME CAP : WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K2020 (METALLIC DURAG : PINK (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K2021 (METALLIC DURAG : SILVER (DZ/24DZ)),1.00,18.00,0.0%,18.00,7.50,7.50,10.50,58.33%
K2022 (METALLIC DURAG : GOLD (DZ/24DZ)),2.00,42.00,0.0%,21.00,15.00,7.50,27.00,64.29%
K2030 (WOLFING DU-STRAP : ASST (DZ/12DZ)),923.00,"20,847.50",0.0%,22.59,"9,045.40",9.80,"11,802.10",56.61%
K213 (SPANDEX VISOR DOME CAP : RG.ASST (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K230 (VISOR DU-RAG : ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K231 (VISOR DU-RAG : BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K233 (VISOR DU-RAG : TWO/TONE ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K400 (DELUXE DURAG : ASSORT (DZ/36 DZ)),31.00,297.00,0.0%,9.58,140.73,4.54,156.27,52.62%
K401 (DELUXE DURAG : BLACK (DZ/36 DZ)),152.00,"1,392.00",0.0%,9.16,710.01,4.67,681.99,48.99%
K402 (DELUXE DURAG : WHITE (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K403 (SILKY DURAG : ASST (DZ/36 DZ)),118.00,"1,092.00",0.0%,9.25,462.01,3.92,629.99,57.69%
K404 (SILKY DURAG : BK (DZ/36 DZ)),214.00,"1,968.00",0.0%,9.20,833.89,3.90,"1,134.11",57.63%
K405 (SILKY DURAG : WHT (DZ/36DZ)),4.00,36.00,0.0%,9.00,15.64,3.91,20.36,56.56%
K406 (SILKY DURAG : RED (DZ/36DZ)),8.00,75.00,0.0%,9.38,30.94,3.87,44.06,58.75%
K407 (SILKY DURAG : NAVY (DZ/36DZ)),4.00,36.00,0.0%,9.00,15.65,3.91,20.35,56.53%
K408 (SILKY DURAG : ROYAL (DZ/36DZ)),3.00,27.00,0.0%,9.00,11.66,3.89,15.34,56.82%
K409 (SILKY DURAG : SKY (DZ/36DZ)),3.00,27.00,0.0%,9.00,11.58,3.86,15.42,57.11%
K410 (SILKY DURAG : SILVER (DZ/36DZ)),4.00,39.00,0.0%,9.75,15.55,3.89,23.45,60.13%
K411 (SILKY DURAG : YELLOW (DZ/36DZ)),3.00,27.00,0.0%,9.00,11.64,3.88,15.36,56.89%
K412 (SILKY DURAG : ORANGE (DZ/36DZ)),3.00,27.00,0.0%,9.00,11.69,3.90,15.31,56.7%
K413 (SILKY DURAG : GREEN (DZ/36DZ)),4.00,39.00,0.0%,9.75,15.63,3.91,23.37,59.92%
K414 (SILKY DURAG : L/PINK (DZ/36DZ)),4.00,39.00,0.0%,9.75,15.47,3.87,23.53,60.33%
K415 (SILKY DURAG : PURPLE (DZ/36DZ)),3.00,27.00,0.0%,9.00,11.53,3.84,15.47,57.3%
K416 (SILKY DURAG : GOLD (DZ/36DZ)),3.00,27.00,0.0%,9.00,11.64,3.88,15.36,56.89%
K417 (SILKY CAMO DURAG : ASST. (DZ/24DZ)),64.00,864.00,0.0%,13.50,288.00,4.50,576.00,66.67%
K418 (SILKY CAMO DURAG : GREEN (DZ/24DZ)),21.00,283.50,0.0%,13.50,94.50,4.50,189.00,66.67%
K419 (SILKY CAMO DURAG : BLUE (DZ/24DZ)),16.00,220.50,0.0%,13.78,72.00,4.50,148.50,67.35%
K420 (SILKY CAMO DURAG : PINK (DZ/24DZ)),15.00,202.50,0.0%,13.50,67.50,4.50,135.00,66.67%
K422 (MAN MAGIC-RAG : WHITE (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K600 (BONUS DURAG : ASSORT (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K601 (BONUS DURAG : BLACK (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K602 (BONUS DURAG : WHITE (DZ/36 DZ)),3.00,12.00,0.0%,4.00,0.00,0.00,12.00,100.0%
K603 (BONUS DURAG : RED (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K604 (BONUS DURAG : NAVY (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K700 (SPANDEX STRETCH CAP : ASSORTED (DZ/48 DZ)),35.00,247.00,0.0%,7.06,94.50,2.70,152.50,61.74%
K701 (SPANDEX STRETCH CAP : BLACK (DZ/48 DZ)),75.00,539.00,0.0%,7.19,197.88,2.64,341.12,63.29%
K702 (SPANDEX STRETCH CAP : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K703 (SPAN DREADLOCKS CAP : ASSORT (DZ/24 DZ)),277.00,"4,630.50",0.0%,16.72,"1,897.35",6.85,"2,733.15",59.03%
K704 (SPAN DREADLOCKS CAP : BLACK (DZ/24 DZ)),434.00,"7,423.50",0.0%,17.10,"2,972.53",6.85,"4,450.97",59.96%
K705 (SPAN DREADLOCKS CAP (XL) : ASSORT (DZ/24 DZ)),519.00,"10,998.00",0.0%,21.19,"4,229.37",8.15,"6,768.63",61.54%
K706 (SPAN DREADLOCKS CAP (XL) : BLACK (DZ/24 DZ)),712.00,"15,036.00",0.0%,21.12,"5,802.31",8.15,"9,233.69",61.41%
K707 (SPAN DREADLOCKS BAND : ASSORT (DZ/24 DZ)),179.00,"1,581.50",0.0%,8.84,658.36,3.68,923.14,58.37%
K708 (SPAN DREADLOCKS BAND : BLACK (DZ/24 DZ)),457.00,"3,926.50",0.0%,8.59,"1,679.32",3.67,"2,247.18",57.23%
K710 (DREADLOCKS TUBE : ASSORT (DZ/24 DZ)),261.00,"3,180.00",0.0%,12.18,"1,657.35",6.35,"1,522.65",47.88%
K711 (DREADLOCKS TUBE : BLACK (DZ/24 DZ)),838.00,"10,110.00",0.0%,12.06,"5,321.29",6.35,"4,788.71",47.37%
K720 (SPORT BAND SET (3PCS) : ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K723 (SPORT BAND SET (3PCS) : RED (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K724 (SPORT BAND SET (3PCS) : NAVY (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K731 (SPORT BAND SET (3PCS) : ORANGE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K860 (OGN WAVE CAP : ASSORT (DZ/40 DZ)),105.00,430.00,0.0%,4.10,178.17,1.70,251.83,58.57%
K861 (OGN WAVE CAP : BLACK (DZ/40 DZ)),186.00,744.00,0.0%,4.00,322.75,1.74,421.25,56.62%
K862 (OGN WAVE CAP : WHITE (DZ/40 DZ)),7.00,34.00,0.0%,4.86,0.00,0.00,34.00,100.0%
K863 (OGN KID WAVE CAP : ASSORT (DZ/40 DZ)),5.00,28.00,0.0%,5.60,0.00,0.00,28.00,100.0%
K864 (OGN KID WAVE CAP : BLACK (DZ/40 DZ)),14.00,66.00,0.0%,4.71,0.00,0.00,66.00,100.0%
K941 (JAMAICA HAT : BLACK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K943 (JAMAICA HAT : RED (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K945 (JAMAICA HAT : BROWN (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K950 (JAMAICA HAT : AFRO (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K960 (VISOR JAMAICA HAT : ASSORT (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K961 (VISOR JAMAICA HAT : BLACK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K965 (VISOR JAMAICA HAT :BROWN (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"K969 (LOC VISOR CAP, W : BK (DZ/12DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"K970 (LOC VISOR CAP, N : BK (DZ/12DZ))",12.00,432.00,0.0%,36.00,217.44,18.12,214.56,49.67%
K971 (VISOR JAMAICA HAT : WH.AFRO (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K980 (VISOR JAMAICA HAT (LONG) : ASSORT (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K981 (VISOR JAMAICA HAT (LONG) : BLACK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K985 (VISOR JAMAICA HAT (LONG) :BROWN (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"K989 (LOC VISOR CAP, SUPER LONG : BK (DZ/12DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K990 (LOC VISOR TUBE : BK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
MASK (MASK : L/BLUE (PC/2400PCS)),"20,750.00","9,092.50",0.0%,0.44,"8,300.00",0.40,792.50,8.72%
MASK-KN95 (MASK : KN95 (PC/1000PCS)),"2,100.00","3,185.00",0.0%,1.52,"2,310.00",1.10,875.00,27.47%
Q054 (KID SLEEP CAP : ASSORT (DZ/48 DZ)),191.00,"1,440.00",0.0%,7.54,532.35,2.79,907.65,63.03%
Q055 (KID SLEEP CAP : BLACK (DZ/48 DZ)),368.00,"2,770.00",0.0%,7.53,"1,024.07",2.78,"1,745.93",63.03%
Q100 (STOCKING WIG-CAP (2 PC) : BLACK (DZ/60 DZ)),"1,728.00","5,319.00",0.0%,3.08,"2,641.23",1.53,"2,677.77",50.34%
Q101 (STOCKING WIG-CAP (2 PC) : BROWN (DZ/60 DZ)),656.00,"2,005.50",0.0%,3.06,"1,005.22",1.53,"1,000.28",49.88%
Q102 (STOCKING WIG-CAP (2 PC) : LT. BROWN (DZ/60 DZ)),797.00,"2,536.50",0.0%,3.18,"1,215.17",1.52,"1,321.33",52.09%
Q103 (STOCKING WIG-CAP (100 PC) : BLACK (PK/24PK)),34.00,370.00,0.0%,10.88,166.60,4.90,203.40,54.97%
Q104 (STOCKING WIG-CAP (2 PC) : BEIGE (NTR) (DZ/60 DZ)),"2,199.00","6,790.50",0.0%,3.09,"3,345.89",1.52,"3,444.61",50.73%
Q105 (STOCKING WIG-CAP (200 PC) : BLACK (PK/24PK)),18.00,354.00,0.0%,19.67,176.35,9.80,177.65,50.18%
Q106 (STOCKING WIG-CAP (400 PC) : BLACK (PK/16PK)),56.00,"2,124.00",0.0%,37.93,"1,070.42",19.11,"1,053.58",49.6%
Q107 (STOCKING WIG-CAP (400 PC) : BEIGE(NTR) (PK/16PK)),1.00,50.00,0.0%,50.00,19.00,19.00,31.00,62.0%
Q108 (BRAID CYLINDER : BLACK (DZ/48 DZ)),111.00,507.00,0.0%,4.57,199.65,1.80,307.35,60.62%
Q109 (BRAID CYLINDER : BROWN (DZ/48 DZ)),2.00,12.00,0.0%,6.00,3.60,1.80,8.40,70.0%
Q110 (MESH-WRAP (LG) : ASSORTED (DZ/48 DZ)),109.00,666.00,0.0%,6.11,321.95,2.95,344.05,51.66%
Q111 (MESH-WRAP (LG) : BLACK (DZ/48 DZ)),205.00,"1,260.00",0.0%,6.15,600.25,2.93,659.75,52.36%
Q114 (UNDA CAP (3 PC) : WHITE (DZ/60 DZ)),6.00,18.00,0.0%,3.00,0.00,0.00,18.00,100.0%
Q115 (UNDA CAP (3 PC) : PINK (DZ/60 DZ)),6.00,18.00,0.0%,3.00,0.00,0.00,18.00,100.0%
Q116 (UNDA CAP (3 PC) : BLUE (DZ/60 DZ)),6.00,18.00,0.0%,3.00,0.00,0.00,18.00,100.0%
Q117 (UNDA CAP (100 PC) : WHITE (BOX/24 BOX)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q118 (UNDA CAP (100 PC) : PINK (BOX/24 BOX)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q119 (UNDA CAP (100 PC) : BLUE (BOX/24 BOX)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q120 (SUPER JUMBO SLEEP-CAP : ASSORT (DZ/24 DZ)),50.00,578.50,0.0%,11.57,227.56,4.55,350.94,60.66%
Q121 (SUPER JUMBO SLEEP-CAP : BLACK (DZ/24 DZ)),196.00,"2,268.00",0.0%,11.57,893.83,4.56,"1,374.17",60.59%
Q122 (SUPER JUMBO BONNET : ASSORT (DZ/24 DZ)),139.00,"1,612.50",0.0%,11.60,632.45,4.55,980.05,60.78%
Q123 (SUPER JUMBO BONNET : BLACK (DZ/24 DZ)),133.00,"1,540.00",0.0%,11.58,612.93,4.61,927.07,60.2%
Q124 (DRAWSTRING SLEEP CAP : ASSORT (DZ/48DZ)),32.00,294.00,0.0%,9.19,118.80,3.71,175.20,59.59%
Q125 (DRAWSTRING SLEEP CAP : BLACK (DZ/48DZ)),127.00,"1,161.00",0.0%,9.14,474.10,3.73,686.90,59.17%
Q126 (XL STOCKING WIG-CAP (2PCS) : BK (DZ/60 DZ)),138.00,499.00,0.0%,3.62,225.60,1.63,273.40,54.79%
Q127 (XL STOCKING WIG CAP(200PCS) : BK (PK/24PK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q129 (MAGIC-SCARF : ASSORT (DZ/16 DZ)),59.00,"1,092.00",0.0%,18.51,532.84,9.03,559.16,51.21%
Q130 (MAGIC-SCARF : BLACK (DZ/16 DZ)),109.00,"2,022.00",0.0%,18.55,984.27,9.03,"1,037.73",51.32%
Q131 (MAGIC-SCARF : WHITE (DZ/16 DZ)),5.00,90.00,0.0%,18.00,45.00,9.00,45.00,50.0%
Q140 (LADY DURAG : ASSORTED (DZ/20 DZ)),17.00,217.50,0.0%,12.79,102.63,6.04,114.87,52.81%
Q141 (LADY DURAG : BLACK (DZ/20 DZ)),56.00,676.50,0.0%,12.08,337.23,6.02,339.27,50.15%
Q142 (STOCKING WIG-CAP (2 PC) : D/BRW (DZ/60 DZ)),222.00,688.50,0.0%,3.10,330.78,1.49,357.72,51.96%
Q143 (STOCKING WIG-CAP (2 PC) : AUBURN (DZ/60 DZ)),334.00,"1,029.00",0.0%,3.08,511.19,1.53,517.81,50.32%
Q144 (STOCKING WIG-CAP (2 PC) : CREAM (BLD) (DZ/60 DZ)),233.00,709.50,0.0%,3.05,347.17,1.49,362.33,51.07%
Q150 (SATIN SLEEP-CAP(LG) : ASSORTED (DZ/36 DZ)),199.00,"1,699.00",0.0%,8.54,611.88,3.07,"1,087.12",63.99%
Q151 (SATIN SLEEP-CAP(LG) : BLACK (DZ/36 DZ)),544.00,"4,673.50",0.0%,8.59,"1,679.33",3.09,"2,994.17",64.07%
Q152 (SATIN SLEEP-CAP(XL) : ASSORTED (DZ/36 DZ)),66.00,606.00,0.0%,9.18,227.67,3.45,378.33,62.43%
Q153 (SATIN SLEEP-CAP(XL) : BLACK (DZ/36 DZ)),267.00,"2,418.00",0.0%,9.06,942.88,3.53,"1,475.12",61.01%
Q154 (SATIN SLEEP-CAP(FL) : ASSORTED (DZ/36 DZ)),107.00,993.00,0.0%,9.28,392.20,3.67,600.80,60.5%
Q156 (SATIN BONNET (LG) : ASSORTED (DZ/36 DZ)),327.00,"2,798.50",0.0%,8.56,"1,012.74",3.10,"1,785.76",63.81%
Q157 (SATIN BONNET (LG) : BLACK (DZ/24DZ)),420.00,"3,615.00",0.0%,8.61,"1,317.88",3.14,"2,297.12",63.54%
Q158 (SATIN BONNET (XL) : ASSORTED (DZ/36 DZ)),186.00,"1,701.00",0.0%,9.15,664.70,3.57,"1,036.30",60.92%
Q159 (SATIN BONNET (XL) : BLACK (DZ/36 DZ)),229.00,"2,091.00",0.0%,9.13,835.81,3.65,"1,255.19",60.03%
Q160 (SATIN OVER WRAP (LG) : ASSORTED (DZ/24DZ)),10.00,92.50,0.0%,9.25,30.50,3.05,62.00,67.03%
Q161 (SATIN OVER WRAP (LG) : BLACK (DZ/48 DZ)),72.00,617.00,0.0%,8.57,218.13,3.03,398.87,64.65%
Q162 (SATIN TRIANGLE (LG) : ASSORTED (DZ/48 DZ)),28.00,250.50,0.0%,8.95,81.05,2.89,169.45,67.65%
Q163 (SATIN TRIANGLE (LG) : BLACK (DZ/48 DZ)),39.00,351.50,0.0%,9.01,112.59,2.89,238.91,67.97%
Q164 (SATIN SCARF (LG) : ASSORTED (DZ/36 DZ)),194.00,"1,770.00",0.0%,9.12,701.67,3.62,"1,068.33",60.36%
Q165 (SATIN SCARF (LG) : BLACK (DZ/36 DZ)),339.00,"3,081.00",0.0%,9.09,"1,211.46",3.57,"1,869.54",60.68%
Q166 (SATIN BAND (LG) : ASSORTED (DZ/48 DZ)),125.00,889.00,0.0%,7.11,295.00,2.36,594.00,66.82%
Q167 (SATIN BAND (LG) : BLACK (DZ/48 DZ)),34.00,248.00,0.0%,7.29,80.24,2.36,167.76,67.65%
Q168 (SATIN FOAM WRAP (LG) : ASSORTED (DZ/36 DZ)),6.00,53.50,0.0%,8.92,20.04,3.34,33.46,62.54%
Q169 (SATIN FOAM WRAP (LG) : BLACK (DZ/36 DZ)),24.00,209.00,0.0%,8.71,79.88,3.33,129.12,61.78%
Q170 (SPANDEX-CAP (LG) : ASSORTED (DZ/48 DZ)),24.00,209.00,0.0%,8.71,67.73,2.82,141.27,67.59%
Q171 (SPANDEX WRAP : ASSORTED (DZ/48 DZ)),163.00,"1,473.00",0.0%,9.04,553.34,3.39,919.66,62.43%
Q172 (SPANDEX-CAP (LG) : BLACK (DZ/48 DZ)),145.00,"1,245.00",0.0%,8.59,412.74,2.85,832.26,66.85%
Q173 (SPANDEX WRAP : BLACK (DZ/48 DZ)),208.00,"1,884.00",0.0%,9.06,706.81,3.40,"1,177.19",62.48%
Q174 (SATIN WRAP-OPEN TOP (LG) : ASSORT (DZ/48 DZ)),44.00,201.00,0.0%,4.57,100.85,2.29,100.15,49.83%
Q175 (SATIN WRAP-OPEN TOP (LG) : BLACK (DZ/48 DZ)),134.00,615.00,0.0%,4.59,306.87,2.29,308.13,50.1%
Q176 (SATIN MULTI SCARF : ASSORT (DZ/48 DZ)),18.00,168.00,0.0%,9.33,58.96,3.28,109.04,64.91%
Q177 (SATIN MULTI SCARF : BLACK (DZ/48 DZ)),158.00,"1,443.00",0.0%,9.13,518.24,3.28,924.76,64.09%
Q178 (SATIN BRAID BONNET : ASSORT (DZ/36 DZ)),155.00,"1,404.00",0.0%,9.06,632.39,4.08,771.61,54.96%
Q179 (SATIN BRAID BONNET : BLACK (DZ/36 DZ)),511.00,"4,620.00",0.0%,9.04,"2,084.82",4.08,"2,535.18",54.87%
Q180 (SHOWER-CAP (LG) : ASSORTED (DZ/48 DZ)),305.00,"1,383.00",0.0%,4.53,640.50,2.10,742.50,53.69%
Q181 (SHOWER-CAP (LG) : BLACK (DZ/48 DZ)),383.00,"1,737.00",0.0%,4.54,804.30,2.10,932.70,53.7%
Q182 (SHOWER CAP : DOT (DZ/48 DZ)),211.00,966.00,0.0%,4.58,527.50,2.50,438.50,45.39%
Q183 (SHOWER-CAP (XL) : ASSORT (DZ/48 DZ)),170.00,771.00,0.0%,4.54,382.50,2.25,388.50,50.39%
Q184 (SHOWER-CAP (XL) : BLACK (DZ/48 DZ)),263.00,"1,192.50",0.0%,4.53,591.75,2.25,600.75,50.38%
Q185 (CONDITIONING-CAP (6 PC) : ASSORT (DZ/48 DZ)),2.00,12.00,0.0%,6.00,5.40,2.70,6.60,55.0%
Q186 (CONDITIONING-CAP (6 PC) : CLEAR (DZ/48 DZ)),149.00,672.00,0.0%,4.51,335.66,2.25,336.34,50.05%
Q187 (CONDITIONING-CAP (30PC/6EA/PK) : AST (PK/12PK)),73.00,439.50,0.0%,6.02,0.00,0.00,439.50,100.0%
Q188 (CONDITIONING-CAP (30PC/6EA/PK) : CLR (PK/12PK)),5.00,31.50,0.0%,6.30,0.00,0.00,31.50,100.0%
Q190 (PROCESSING-CAP (LG) : GOLD (DZ/48 DZ)),65.00,297.00,0.0%,4.57,130.00,2.00,167.00,56.23%
Q191 (PROCESSING-CAP (LG) : SILVER (DZ/48 DZ)),74.00,336.00,0.0%,4.54,148.58,2.01,187.42,55.78%
Q192 (TIPPING CAP : ASSORT (DZ/48 DZ)),230.00,"1,388.00",0.0%,6.03,621.82,2.70,766.18,55.2%
Q194 (RAIN-BONNET (LG)-CLEAR (DZ/48 DZ)),45.00,204.00,0.0%,4.53,103.22,2.29,100.78,49.4%
Q195 (BRAID SHOWER CAP : ASSORT (DZ/24 DZ)),62.00,"1,128.00",0.0%,18.19,474.30,7.65,653.70,57.95%
Q196 (BRAID SHOWER CAP : BLACK (DZ/24 DZ)),119.00,"2,178.00",0.0%,18.30,910.35,7.65,"1,267.65",58.2%
Q199 (NEUTRALIZING BIB : CLEAR (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q260 (KNOTTED HEADWRAP : ASSORT (DZ/12 DZ)),154.00,"2,826.00",0.0%,18.35,"1,241.97",8.06,"1,584.03",56.05%
Q261 (KNOTTED HEADWRAP : BLACK (DZ/12 DZ)),218.00,"3,990.00",0.0%,18.30,"1,762.10",8.08,"2,227.90",55.84%
Q262 (KNOTTED HEADWRAP : WHITE (DZ/12 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
