Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
Q153 (SATIN SLEEP-CAP(XL) : BLACK (DZ/36 DZ)),240.00,"2,166.00",0.0%,9.03,909.34,3.79,"1,256.66",58.02%
Q154 (SATIN SLEEP-CAP(FL) : ASSORTED (DZ/36 DZ)),120.00,"1,110.00",0.0%,9.25,449.99,3.75,660.01,59.46%
Q156 (SATIN BONNET (LG) : ASSORTED (DZ/36 DZ)),306.00,"2,611.00",0.0%,8.53,952.36,3.11,"1,658.64",63.53%
Q157 (SATIN BONNET (LG) : BLACK (DZ/24DZ)),520.00,"4,457.50",0.0%,8.57,"1,673.02",3.22,"2,784.48",62.47%
Q158 (SATIN BONNET (XL) : ASSORTED (DZ/36 DZ)),114.00,"1,035.00",0.0%,9.08,412.87,3.62,622.13,60.11%
Q159 (SATIN BONNET (XL) : BLACK (DZ/36 DZ)),219.00,"1,983.00",0.0%,9.05,836.92,3.82,"1,146.08",57.8%
Q160 (SATIN OVER WRAP (LG) : ASSORTED (DZ/24DZ)),70.00,600.00,0.0%,8.57,185.36,2.65,414.64,69.11%
Q161 (SATIN OVER WRAP (LG) : BLACK (DZ/48 DZ)),81.00,706.00,0.0%,8.72,239.42,2.96,466.58,66.09%
Q162 (SATIN TRIANGLE (LG) : ASSORTED (DZ/48 DZ)),39.00,336.50,0.0%,8.63,112.29,2.88,224.21,66.63%
Q163 (SATIN TRIANGLE (LG) : BLACK (DZ/48 DZ)),104.00,891.50,0.0%,8.57,297.30,2.86,594.20,66.65%
Q164 (SATIN SCARF (LG) : ASSORTED (DZ/36 DZ)),156.00,"1,410.00",0.0%,9.04,562.34,3.60,847.66,60.12%
Q165 (SATIN SCARF (LG) : BLACK (DZ/36 DZ)),251.00,"2,268.00",0.0%,9.04,887.96,3.54,"1,380.04",60.85%
Q166 (SATIN BAND (LG) : ASSORTED (DZ/48 DZ)),42.00,298.00,0.0%,7.10,99.12,2.36,198.88,66.74%
Q167 (SATIN BAND (LG) : BLACK (DZ/48 DZ)),242.00,"1,704.00",0.0%,7.04,571.01,2.36,"1,132.99",66.49%
Q168 (SATIN FOAM WRAP (LG) : ASSORTED (DZ/36 DZ)),27.00,232.00,0.0%,8.59,90.18,3.34,141.82,61.13%
Q169 (SATIN FOAM WRAP (LG) : BLACK (DZ/36 DZ)),31.00,268.50,0.0%,8.66,102.95,3.32,165.55,61.66%
Q170 (SPANDEX-CAP (LG) : ASSORTED (DZ/48 DZ)),50.00,430.00,0.0%,8.60,141.10,2.82,288.90,67.19%
Q171 (SPANDEX WRAP : ASSORTED (DZ/48 DZ)),119.00,"1,089.00",0.0%,9.15,403.80,3.39,685.20,62.92%
Q172 (SPANDEX-CAP (LG) : BLACK (DZ/48 DZ)),146.00,"1,248.50",0.0%,8.55,415.61,2.85,832.89,66.71%
Q173 (SPANDEX WRAP : BLACK (DZ/48 DZ)),162.00,"1,467.00",0.0%,9.06,550.46,3.40,916.54,62.48%
Q174 (SATIN WRAP-OPEN TOP (LG) : ASSORT (DZ/48 DZ)),61.00,274.50,0.0%,4.50,139.93,2.29,134.57,49.02%
Q175 (SATIN WRAP-OPEN TOP (LG) : BLACK (DZ/48 DZ)),237.00,"1,077.00",0.0%,4.54,542.81,2.29,534.19,49.6%
Q176 (SATIN MULTI SCARF : ASSORT (DZ/48 DZ)),27.00,249.00,0.0%,9.22,87.59,3.24,161.41,64.82%
Q177 (SATIN MULTI SCARF : BLACK (DZ/48 DZ)),85.00,768.00,0.0%,9.04,278.80,3.28,489.20,63.7%
Q178 (SATIN BRAID BONNET : ASSORT (DZ/36 DZ)),121.00,"1,098.00",0.0%,9.07,493.68,4.08,604.32,55.04%
Q179 (SATIN BRAID BONNET : BLACK (DZ/36 DZ)),430.00,"3,888.00",0.0%,9.04,"1,752.47",4.08,"2,135.53",54.93%
Q180 (SHOWER-CAP (LG) : ASSORTED (DZ/48 DZ)),148.00,673.50,0.0%,4.55,310.80,2.10,362.70,53.85%
Q181 (SHOWER-CAP (LG) : BLACK (DZ/48 DZ)),466.00,"2,101.50",0.0%,4.51,978.60,2.10,"1,122.90",53.43%
Q182 (SHOWER CAP : DOT (DZ/48 DZ)),280.00,"1,270.50",0.0%,4.54,699.97,2.50,570.53,44.91%
Q183 (SHOWER-CAP (XL) : ASSORT (DZ/48 DZ)),213.00,961.50,0.0%,4.51,479.25,2.25,482.25,50.16%
Q184 (SHOWER-CAP (XL) : BLACK (DZ/48 DZ)),274.00,"1,237.50",0.0%,4.52,616.49,2.25,621.01,50.18%
Q185 (CONDITIONING-CAP (6 PC) : ASSORT (DZ/48 DZ)),8.00,36.00,0.0%,4.50,21.59,2.70,14.41,40.03%
Q186 (CONDITIONING-CAP (6 PC) : CLEAR (DZ/48 DZ)),128.00,580.50,0.0%,4.54,288.36,2.25,292.14,50.33%
Q187 (CONDITIONING-CAP (30PC/6EA/PK) : AST (PK/12PK)),3.00,18.00,0.0%,6.00,0.00,0.00,18.00,100.0%
Q188 (CONDITIONING-CAP (30PC/6EA/PK) : CLR (PK/12PK)),3.00,18.00,0.0%,6.00,0.00,0.00,18.00,100.0%
Q190 (PROCESSING-CAP (LG) : GOLD (DZ/48 DZ)),75.00,343.50,0.0%,4.58,150.01,2.00,193.49,56.33%
Q191 (PROCESSING-CAP (LG) : SILVER (DZ/48 DZ)),112.00,507.00,0.0%,4.53,226.02,2.02,280.98,55.42%
Q192 (TIPPING CAP : ASSORT (DZ/48 DZ)),70.00,424.00,0.0%,6.06,189.41,2.71,234.59,55.33%
Q194 (RAIN-BONNET (LG)-CLEAR (DZ/48 DZ)),76.00,345.00,0.0%,4.54,174.31,2.29,170.69,49.48%
Q195 (BRAID SHOWER CAP : ASSORT (DZ/24 DZ)),70.00,"1,284.00",0.0%,18.34,535.50,7.65,748.50,58.29%
Q196 (BRAID SHOWER CAP : BLACK (DZ/24 DZ)),158.00,"2,862.00",0.0%,18.11,"1,208.70",7.65,"1,653.30",57.77%
Q199 (NEUTRALIZING BIB : CLEAR (DZ/36 DZ)),12.00,78.00,0.0%,6.50,0.00,0.00,78.00,100.0%
Q260 (KNOTTED HEADWRAP : ASSORT (DZ/12 DZ)),61.00,"1,110.00",0.0%,18.20,492.95,8.08,617.05,55.59%
Q261 (KNOTTED HEADWRAP : BLACK (DZ/12 DZ)),130.00,"2,358.00",0.0%,18.14,"1,051.42",8.09,"1,306.58",55.41%
Q262 (KNOTTED HEADWRAP : WHITE (DZ/12 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q303 (FOAM MESH-WRAP : ASSORT (DZ/36 DZ)),81.00,654.00,0.0%,8.07,274.88,3.39,379.12,57.97%
Q304 (FOAM MESH-WRAP : BLACK (DZ/36 DZ)),211.00,"1,708.00",0.0%,8.09,714.25,3.39,993.75,58.18%
Q305 (FIRM MESH-WRAP : ASSORT (DZ/48 DZ)),51.00,363.00,0.0%,7.12,154.69,3.03,208.31,57.39%
Q306 (FIRM MESH-WRAP : BLACK (DZ/48 DZ)),87.00,633.00,0.0%,7.28,252.16,2.90,380.84,60.16%
Q307 (PLASTIC EAR COVER (8 PC) : ASSORT (DZ/48 DZ)),3.00,12.00,0.0%,4.00,0.00,0.00,12.00,100.0%
Q308 (PLASTIC EAR COVER (8 PC) : CLEAR (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q385 (BIG KNOTTED HEADWRAP : ASSORT (DZ/12DZ)),9.00,189.00,0.0%,21.00,87.42,9.71,101.58,53.75%
Q386 (BIG KNOTTED HEADWRAP : BLACK (DZ/12DZ)),24.00,522.00,0.0%,21.75,235.50,9.81,286.50,54.89%
Q439 (KUFI-CAP : CRIMSON (BULK) (DZ/40 DZ)),3.00,40.50,0.0%,13.50,0.00,0.00,40.50,100.0%
Q440 (KUFI-CAP : PEACH (BULK) (DZ/40 DZ)),3.00,40.50,0.0%,13.50,0.00,0.00,40.50,100.0%
Q441 (KUFI-CAP : MUSTARD (BULK) (DZ/40 DZ)),7.00,94.50,0.0%,13.50,0.00,0.00,94.50,100.0%
Q442 (KUFI-CAP : TURQUOISE (BULK) (DZ/40 DZ)),3.00,40.50,0.0%,13.50,0.00,0.00,40.50,100.0%
Q443 (KUFI-CAP : BEIGE (BULK) (DZ/40 DZ)),12.00,138.00,0.0%,11.50,79.20,6.60,58.80,42.61%
Q444 (KUFI-CAP : DARK BROWN (DZ/40 DZ)),15.00,178.50,0.0%,11.90,99.00,6.60,79.50,44.54%
Q445 (KUFI-CAP : AQUA (DZ/40 DZ)),3.00,40.50,0.0%,13.50,0.00,0.00,40.50,100.0%
Q446 (KUFI-CAP : TAN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q447 (KUFI-CAP : LEMON (BULK) (DZ/40 DZ)),2.00,27.00,0.0%,13.50,0.00,0.00,27.00,100.0%
Q450 (KUFI-CAP ASSORT (DZ/24 DZ)),1.00,20.00,0.0%,20.00,7.43,7.43,12.57,62.85%
Q451 (KUFI-CAP BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q452 (KUFI-CAP WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),1.00,13.50,0.0%,13.50,6.60,6.60,6.90,51.11%
Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q471 (KUFI-CAP : WHITE (BULK) (DZ/40 DZ)),48.00,652.50,0.0%,13.59,316.80,6.60,335.70,51.45%
Q472 (KUFI-CAP : RED (BULK) (DZ/40 DZ)),18.00,243.00,0.0%,13.50,118.80,6.60,124.20,51.11%
Q473 (KUFI-CAP : NAVY BLUE (BULK) (DZ/40 DZ)),12.00,162.00,0.0%,13.50,79.20,6.60,82.80,51.11%
Q474 (KUFI-CAP : ROYAL BLUE (BULK) (DZ/40 DZ)),15.00,178.50,0.0%,11.90,99.00,6.60,79.50,44.54%
Q475 (KUFI-CAP : SKY BLUE (BULK) (DZ/40 DZ)),3.00,40.50,0.0%,13.50,0.00,0.00,40.50,100.0%
Q476 (KUFI-CAP : D. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q477 (KUFI-CAP : L. GRAY (BULK) (DZ/40 DZ)),6.00,81.00,0.0%,13.50,39.60,6.60,41.40,51.11%
Q478 (KUFI-CAP : BROWN (BULK) (DZ/40 DZ)),12.00,162.00,0.0%,13.50,79.20,6.60,82.80,51.11%
Q479 (KUFI-CAP : KHAKI (BULK) (DZ/40 DZ)),22.00,277.50,0.0%,12.61,145.20,6.60,132.30,47.68%
Q480 (KUFI-CAP : H. PINK (BULK) (DZ/40 DZ)),8.00,108.00,0.0%,13.50,52.80,6.60,55.20,51.11%
Q481 (KUFI-CAP : PINK (BULK) (DZ/40 DZ)),3.00,40.50,0.0%,13.50,5.03,1.68,35.47,87.58%
Q482 (KUFI-CAP : GOLD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q483 (KUFI-CAP : YELLOW (BULK) (DZ/40 DZ)),3.00,40.50,0.0%,13.50,19.80,6.60,20.70,51.11%
Q484 (KUFI-CAP : PURPLE (BULK) (DZ/40 DZ)),11.00,153.00,0.0%,13.91,72.60,6.60,80.40,52.55%
Q485 (KUFI-CAP : LAVENDER (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q486 (KUFI-CAP : GREEN (BULK) (DZ/40 DZ)),6.00,81.00,0.0%,13.50,0.14,0.02,80.86,99.83%
Q487 (KUFI-CAP : LIME (BULK) (DZ/40 DZ)),6.00,81.00,0.0%,13.50,0.00,0.00,81.00,100.0%
Q488 (KUFI-CAP : BURGUNDY (BULK) (DZ/40 DZ)),12.00,162.00,0.0%,13.50,0.00,0.00,162.00,100.0%
Q489 (KUFI-CAP : ORANGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q490 (KUFI-CAP : AFRO (BULK) (DZ/40 DZ)),40.00,516.00,0.0%,12.90,264.00,6.60,252.00,48.84%
Q497 (KUFI-CAP : CREAM (BULK) (DZ/40 DZ)),5.00,100.50,0.0%,20.10,0.00,0.00,100.50,100.0%
Q498 (KUFI-CAP :M. PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q500 (DLX CUSTOM WEAVING CAP (PETITE) (DZ/36 DZ)),18.00,330.00,0.0%,18.33,136.65,7.59,193.35,58.59%
Q5000 (SILI BAND STOCKING WIG CAP : L/BRW (DZ/40DZ)),27.00,226.00,0.0%,8.37,82.77,3.07,143.23,63.38%
Q5001 (SILI BAND STOCKING WIG CAP : BK (DZ/40DZ)),440.00,"3,154.50",0.0%,7.17,"1,418.26",3.22,"1,736.24",55.04%
Q5002 (SILI BAND STOCKING WIG CAP : BRW (DZ/40DZ)),55.00,395.00,0.0%,7.18,174.90,3.18,220.10,55.72%
Q5003 (SILI BAND STOCKING WIG CAP : NTR (DZ/40DZ)),149.00,"1,053.00",0.0%,7.07,470.85,3.16,582.15,55.29%
"Q5004 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BK (DZ/40DZ))",345.00,"2,978.00",0.0%,8.63,"1,158.17",3.36,"1,819.83",61.11%
"Q5005 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BRW (DZ/40DZ))",66.00,568.00,0.0%,8.61,218.25,3.31,349.75,61.58%
"Q5006 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : NTR (DZ/40DZ))",32.00,272.00,0.0%,8.50,99.29,3.10,172.71,63.5%
Q501 (DLX CUSTOM WEAVING CAP : BLACK (DZ/36 DZ)),94.00,"1,740.00",0.0%,18.51,724.21,7.70,"1,015.79",58.38%
Q5011 (MESH WIG CAP (DOME STYLE) : BK (DZ/48 DZ)),"3,164.00","43,069.50",0.0%,13.61,"17,255.57",5.45,"25,813.93",59.94%
Q5012 (SWISS LACE : BROWN (1DZ/36 DZ)),109.00,933.50,0.0%,8.56,277.74,2.55,655.76,70.25%
"Q5013 (U-PART WIG CAP : BLACK, CENTER (DZ/36 DZ))",112.00,"2,535.00",0.0%,22.63,951.92,8.50,"1,583.08",62.45%
"Q5014 (U-PART WIG CAP : BLACK, SIDE (DZ/36 DZ))",96.00,"2,175.00",0.0%,22.66,816.11,8.50,"1,358.89",62.48%
"Q5015 (U-PART WIG CAP (LACE) : BK, CENTER (DZ/36 DZ))",50.00,"1,125.00",0.0%,22.50,507.23,10.14,617.77,54.91%
"Q5016 (U-PART WIG CAP (LACE) : BK, SIDE (DZ/36 DZ))",18.00,405.00,0.0%,22.50,178.23,9.90,226.77,55.99%
Q5017 (SPANDEX DOME CAP : BLACK (DZ/48 DZ)),"3,466.00","31,416.00",0.0%,9.06,"14,384.84",4.15,"17,031.16",54.21%
Q5018 (DLX STRETCH WEAVING CAP : BLACK (DZ/36 DZ)),253.00,"5,737.50",0.0%,22.68,"2,289.99",9.05,"3,447.51",60.09%
Q5019 (CROCHET WIG CAP : BK (DZ/48DZ)),223.00,"3,042.00",0.0%,13.64,"1,123.42",5.04,"1,918.58",63.07%
Q502 (DLX WEAVING NET (2 PC) : BLACK (DZ/36 DZ)),168.00,"1,448.00",0.0%,8.62,449.27,2.67,998.73,68.97%
Q5020 (CROCHET WIG CAP : NTR (DZ/48DZ)),9.00,121.50,0.0%,13.50,0.00,0.00,121.50,100.0%
"Q5021 (MESH WIG CAP (DOME STYLE, XL) : BK (DZ/48 DZ))","1,200.00","16,297.50",0.0%,13.58,"6,581.00",5.48,"9,716.50",59.62%
Q5022 (SWISS LACE : BLACK (1DZ/36 DZ)),10.00,92.00,0.0%,9.20,23.97,2.40,68.03,73.95%
"Q5023 (CORNROW CAP, U-PART : BK (DZ/16DZ))",21.00,768.00,0.0%,36.57,397.53,18.93,370.47,48.24%
"Q5024 (CORNROW CAP, STRAIGHT : BK (DZ/16DZ))",102.00,"3,696.00",0.0%,36.24,"1,939.41",19.01,"1,756.59",47.53%
"Q5025 (CORNROW CAP, BRAIDED : BK (DZ/16DZ))",24.00,864.00,0.0%,36.00,458.48,19.10,405.52,46.94%
Q5027 (SPANDEX DOME CAP (XL) : BLACK (DZ/48 DZ)),"1,435.00","13,041.00",0.0%,9.09,"6,054.24",4.22,"6,986.76",53.58%
"Q5029 (CROCHET WIG CAP, XL : BK (DZ/48DZ))",83.00,"1,125.00",0.0%,13.55,437.86,5.28,687.14,61.08%
Q503 (WEAVING CAP (OPEN TOP) : BLACK (DZ/48 DZ)),109.00,607.50,0.0%,5.57,270.30,2.48,337.20,55.51%
"Q5030 (CROCHET WIG CAP, XL : NTR (DZ/48DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q5031 (MESH WIG CAP (DOME STYLE) : NTR (DZ/48 DZ)),183.00,"2,497.50",0.0%,13.65,"1,013.02",5.54,"1,484.48",59.44%
Q5032 (MICRO CROCHET WIG CAP : BK (DZ/48DZ)),110.00,"1,521.00",0.0%,13.83,546.39,4.97,974.61,64.08%
Q5033 (MICRO CROCHET WIG CAP : NTR (DZ/48DZ)),9.00,121.50,0.0%,13.50,36.36,4.04,85.14,70.07%
"Q5034 (MICRO CROCHET WIG CAP, XL : BK (DZ/48DZ))",24.00,328.50,0.0%,13.69,110.88,4.62,217.62,66.25%
"Q5035 (MICRO CROCHET WIG CAP, XL : NATURAL (DZ/48DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q5037 (SPANDEX DOME CAP : NTR (DZ/48 DZ)),93.00,840.00,0.0%,9.03,391.19,4.21,448.81,53.43%
Q504 (WEAVING CAP (CLOSED TOP) : BLACK (DZ/48 DZ)),802.00,"4,447.00",0.0%,5.54,"2,011.74",2.51,"2,435.26",54.76%
Q5040 (WEAVING CAP 100PCS (CLOSED TOP) (PK/24PK)),22.00,858.00,0.0%,39.00,349.28,15.88,508.72,59.29%
"Q5041 (PONY TAIL NET, 5""X5"" : BK (DZ/48DZ))",7.00,69.00,0.0%,9.86,0.00,0.00,69.00,100.0%
"Q5042 (PONY TAIL NET, 9""X9"" : BK (DZ/48DZ))",12.00,102.00,0.0%,8.50,15.44,1.29,86.56,84.86%
"Q5043 (SWISS LACE, 4""X4"" : BRW (DZ/36DZ))",23.00,138.00,0.0%,6.00,42.32,1.84,95.68,69.33%
"Q5044 (SWISS LACE, 13""X4"" : BRW (DZ/36DZ))",3.00,20.50,0.0%,6.83,5.85,1.95,14.65,71.46%
"Q5045 (LACE TAPE "" A"" TYPE, 50PCS (DZ/24DZ))",26.00,474.00,0.0%,18.23,156.00,6.00,318.00,67.09%
"Q5046 (LACE TAPE "" B"" TYPE, 50PCS (DZ/24DZ))",16.00,294.00,0.0%,18.38,96.00,6.00,198.00,67.35%
"Q5047 (LACE TAPE ROLL TYPE, 1/2"" x 5 YARD  (DZ/36DZ))",26.00,324.00,0.0%,12.46,99.84,3.84,224.16,69.19%
"Q5048 (SUPER HOLD LACE TAPE : A TYPE MINI, 25PCS (DZ/36DZ))",204.00,"3,379.50",0.0%,16.57,"1,428.00",7.00,"1,951.50",57.75%
"Q5049 (SUPER HOLD LACE TAPE : 1"" X 3YD, ROLL (DZ/36DZ))",143.00,"1,945.50",0.0%,13.60,800.80,5.60,"1,144.70",58.84%
Q505 (INVISIABLE NET (3 PC) : BLACK (DZ/60 DZ)),265.00,965.00,0.0%,3.64,423.06,1.60,541.94,56.16%
"Q5051 (ELASTIC WIG BAND, 1-1/8"" x 1YD : BK (DZ/36DZ))",787.00,"3,574.50",0.0%,4.54,"1,574.20",2.00,"2,000.30",55.96%
"Q5052 (ELASTIC WIG BAND, 1-3/4"" x 1YD : BK (DZ/36DZ))",348.00,"1,938.00",0.0%,5.57,835.20,2.40,"1,102.80",56.9%
"Q5053 (ELASTIC WIG BAND, 1-1/8"" x 1YD : BEIGE(NTR) (DZ/36DZ))",116.00,540.00,0.0%,4.66,235.29,2.03,304.71,56.43%
"Q5054 (ELASTIC WIG BAND, 1-3/4"" x 1YD : BEIGE(NTR) (DZ/36DZ))",64.00,358.00,0.0%,5.59,153.60,2.40,204.40,57.1%
"Q5055 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILICONE, ONE SIDE : BK (DZ/36DZ))",226.00,"1,486.50",0.0%,6.58,599.65,2.65,886.85,59.66%
"Q5056 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILICONE, DOUBLE SIDE : BK (DZ/36DZ))",274.00,"2,369.00",0.0%,8.65,"1,020.05",3.72,"1,348.95",56.94%
"Q5057 (ELASTIC VELVET WIG BAND, 2"" X 11 "" : BK (DZ/36DZ))",34.00,233.50,0.0%,6.87,100.30,2.95,133.20,57.05%
"Q5058 (VELVET WIG GRIP, 2"" X 11"" : BK (DZ/36DZ))",273.00,"2,499.00",0.0%,9.15,"1,256.19",4.60,"1,242.81",49.73%
"Q5059 (VELVET WIG GRIP, 2"" X 11"" : NTR (DZ/36DZ))",68.00,630.00,0.0%,9.26,259.08,3.81,370.92,58.88%
Q506 (TRIANGLE NET : BLACK (DZ/48 DZ)),41.00,355.50,0.0%,8.67,164.69,4.02,190.81,53.67%
"Q5061 (STRETCH MESH WIG CAP, MAGIC : BK (DZ/36DZ))",14.00,258.00,0.0%,18.43,131.13,9.37,126.87,49.17%
"Q5062 (STRETCH MESH WIG CAP, L : BK (DZ/36DZ))",13.00,234.00,0.0%,18.00,121.76,9.37,112.24,47.97%
"Q5063 (STRETCH MESH WIG CAP, LACE TOP : BK (DZ/36DZ))",85.00,"1,536.00",0.0%,18.07,801.27,9.43,734.73,47.83%
"Q5064 (STRETCH MESH WIG CAP, FRNT LACE : BK (DZ/36DZ))",53.00,966.00,0.0%,18.23,447.42,8.44,518.58,53.68%
Q5065 (CAPLESS WIG CAP : BK (DZ/36DZ)),14.00,336.00,0.0%,24.00,119.80,8.56,216.20,64.35%
"Q5066 (CAPLESS WIG CAP, L : BK (DZ/36DZ))",9.00,216.00,0.0%,24.00,94.34,10.48,121.66,56.32%
"Q5067 (CAPLESS WIG CAP, FRNT LACE : BK (DZ/36DZ))",42.00,"1,008.00",0.0%,24.00,451.18,10.74,556.82,55.24%
"Q5068 (SUPER HOLD LACE TAPE : MESH, 10CM x10PCS (DZ/36DZ))",215.00,"4,845.00",0.0%,22.53,"1,956.50",9.10,"2,888.50",59.62%
"Q5069 (SUPER HOLD LACE TAPE : MESH, 30CM X 50PCS (PK/48PK))",116.00,"2,617.50",0.0%,22.56,974.40,8.40,"1,643.10",62.77%
Q507 (WAVE NET (2 PCS) : BLACK (DZ/60 DZ)),156.00,706.50,0.0%,4.53,290.43,1.86,416.07,58.89%
Q5070 (PRF STOCKING WIG CAP : BLACK (DZ/40DZ)),221.00,"1,346.00",0.0%,6.09,519.35,2.35,826.65,61.42%
Q5071 (PRF STOCKING WIG CAP : D/BRW (DZ/40DZ)),60.00,364.00,0.0%,6.07,141.00,2.35,223.00,61.26%
Q5072 (PRF STOCKING WIG CAP : BRW (DZ/40DZ)),61.00,372.00,0.0%,6.10,141.79,2.32,230.21,61.88%
Q5073 (PRF STOCKING WIG CAP : L/BRW (DZ/40DZ)),73.00,450.00,0.0%,6.16,171.55,2.35,278.45,61.88%
Q5074 (PRF STOCKING WIG CAP : AUBURN (DZ/40DZ)),132.00,824.00,0.0%,6.24,307.84,2.33,516.16,62.64%
Q5075 (PRF STOCKING WIG CAP : BEIGE / NTR (DZ/40DZ)),98.00,606.00,0.0%,6.18,228.42,2.33,377.58,62.31%
Q5076 (PRF STOCKING WIG CAP : CREAM/ BLD (DZ/40DZ)),31.00,190.00,0.0%,6.13,72.85,2.35,117.15,61.66%
Q508 (WAVE NET (24 PCS) : BLACK (PK/50 PACK)),44.00,202.50,0.0%,4.60,69.63,1.58,132.87,65.62%
Q5081 (COOL MESH WIG CAP (DOME STYLE) : BK (DZ/36 DZ)),198.00,"2,305.00",0.0%,11.64,859.32,4.34,"1,445.68",62.72%
"Q5084 (ELASTIC WIG BAND, 5/8"" x 1YD : BK (DZ/36DZ))",-1.00,1.50,0.0%,-1.50,-1.80,1.80,3.30,220.0%
"Q5085 (ELASTIC WIG BAND, 5/8"" x 1YD : BEIGE (DZ/36DZ))",30.00,135.00,0.0%,4.50,54.00,1.80,81.00,60.0%
"Q5088 (ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : BK (DZ/24DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5089 (ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : BEIGE (DZ/24DZ))",-23.00,-414.00,0.0%,18.00,-167.90,7.30,-246.10,59.44%
Q509 (INTER-LOCK SHAMPOO CAP : BLACK (DZ/36 DZ)),19.00,161.50,0.0%,8.50,64.79,3.41,96.71,59.88%
"Q5090 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILI DOT : BK (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5094 (WEFT LACE, 5/8"" x 1YD : BK (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5095 (WEFT LACE, 5/8"" x 1YD : BEIGE (DZ/36DZ))",-16.00,-90.00,0.0%,5.63,-35.20,2.20,-54.80,60.89%
"Q5096 (WEFT LACE, 5/8"" X 5YD ROLL : BK (DZ/36DZ))",-30.00,-540.00,0.0%,18.00,-225.00,7.50,-315.00,58.33%
"Q5097 (WEFT LACE, 5/8"" X 5YD ROLL : BEIGE (DZ/36DZ))",-29.00,-522.00,0.0%,18.00,-217.50,7.50,-304.50,58.33%
"Q5098 (SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : BK (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5099 (SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : BEIGE (DZ/36DZ))",42.00,429.00,0.0%,10.21,180.60,4.30,248.40,57.9%
Q510 (THICK HAIR NET : ASSORT (DZ/40 DZ)),54.00,705.00,0.0%,13.06,361.80,6.70,343.20,48.68%
Q511 (THICK HAIR NET : BLACK (DZ/40 DZ)),181.00,"2,208.00",0.0%,12.20,"1,212.31",6.70,995.69,45.1%
Q5112 (MESH WIG CAP (DOME STYLE) : BRW (DZ/48 DZ)),141.00,"1,917.00",0.0%,13.60,796.65,5.65,"1,120.35",58.44%
Q5113 (MESH WIG CAP (DOME STYLE) : AUBURN (DZ/48 DZ)),119.00,"1,624.50",0.0%,13.65,625.82,5.26,998.68,61.48%
Q5118 (SPANDEX DOME CAP : BRW (DZ/48 DZ)),153.00,"1,398.00",0.0%,9.14,647.51,4.23,750.49,53.68%
Q5119 (SPANDEX DOME CAP : AUBURN (DZ/48 DZ)),151.00,"1,371.00",0.0%,9.08,635.97,4.21,735.03,53.61%
Q512 (THICK HAIR NET : WHITE (DZ/40 DZ)),4.00,54.00,0.0%,13.50,26.41,6.60,27.59,51.09%
"Q5122 (MESH WIG CAP (DOME STYLE, XL) : BRW (DZ/48 DZ))",67.00,918.00,0.0%,13.70,378.55,5.65,539.45,58.76%
"Q5123 (MESH WIG CAP (DOME STYLE, XL) : AUBURN (DZ/48 DZ))",12.00,171.00,0.0%,14.25,67.29,5.61,103.71,60.65%
