Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
"Q5124 (MESH WIG CAP (DOME STYLE, XL) : BEIGE(NTR) (DZ/48 DZ))",67.00,913.50,0.0%,13.63,375.36,5.60,538.14,58.91%
"Q5128 (SPANDEX DOME CAP, XL : BRW (DZ/48 DZ))",15.00,138.00,0.0%,9.20,63.66,4.24,74.34,53.87%
"Q5129 (SPANDEX DOME CAP, XL : AUBURN (DZ/48 DZ))",68.00,612.00,0.0%,9.00,288.58,4.24,323.42,52.85%
Q513 (THICK HAIR NET : RED (DZ/40 DZ)),12.00,162.00,0.0%,13.50,80.40,6.70,81.60,50.37%
"Q5130 (SPANDEX DOME CAP, XL : BEIGE(NTR) (DZ/48 DZ))",76.00,684.00,0.0%,9.00,322.49,4.24,361.51,52.85%
Q514 (THICK HAIR NET : NAVY (DZ/40 DZ)),7.00,94.50,0.0%,13.50,45.17,6.45,49.33,52.2%
"Q5148 (STRETCH WEAVING NET (48.3cmX3m), BULK : BK (PK/24PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q5149 (BULK WEAVING NET (48.3cmX5m) : BK (PK/24PK)),57.00,256.50,0.0%,4.50,93.48,1.64,163.02,63.56%
Q515 (THICK HAIR NET : ROYAL (DZ/40 DZ)),7.00,94.50,0.0%,13.50,46.90,6.70,47.60,50.37%
Q516 (THICK HAIR NET : SKY BLUE (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q517 (THICK HAIR NET : GRAY (DZ/40 DZ)),7.00,94.50,0.0%,13.50,46.90,6.70,47.60,50.37%
Q518 (THICK HAIR NET : BROWN (DZ/40 DZ)),7.00,94.50,0.0%,13.50,46.90,6.70,47.60,50.37%
Q519 (THICK HAIR NET : YELLOW (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q520 (THICK HAIR NET : PINK (DZ/40 DZ)),3.00,40.50,0.0%,13.50,19.57,6.52,20.93,51.68%
Q521 (THICK HAIR NET : BURGUNDY (DZ/40 DZ)),8.00,112.50,0.0%,14.06,53.60,6.70,58.90,52.36%
Q522 (THICK HAIR NET : PURPLE (DZ/40 DZ)),17.00,205.50,0.0%,12.09,113.90,6.70,91.60,44.57%
Q523 (THICK HAIR NET : AFRO (DZ/40 DZ)),3.00,40.50,0.0%,13.50,20.10,6.70,20.40,50.37%
Q524 (THICK HAIR NET : HOT PINK (DZ/40 DZ)),12.00,150.00,0.0%,12.50,80.40,6.70,69.60,46.4%
Q527 (WAVE NET (2 PCS) : BROWN (DZ/60 DZ)),10.00,45.00,0.0%,4.50,19.00,1.90,26.00,57.78%
Q528 (WAVE NET (24 PCS) : BROWN (PK/50 PK)),22.00,99.00,0.0%,4.50,33.00,1.50,66.00,66.67%
Q529 (BULK WEAVING NET (48.3cmX10m) : BLACK (PK/24PK)),160.00,"1,122.00",0.0%,7.01,331.33,2.07,790.67,70.47%
Q530 (TURBAN : ASSORT (DZ/24 DZ)),103.00,"1,245.00",0.0%,12.09,569.54,5.53,675.46,54.25%
Q531 (TURBAN : BLACK (DZ/24 DZ)),160.00,"1,929.00",0.0%,12.06,880.74,5.50,"1,048.26",54.34%
Q532 (SATIN TURBAN : ASSORT (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q533 (SATIN TURBAN : BLACK (DZ/48 DZ)),13.00,106.50,0.0%,8.19,30.55,2.35,75.95,71.32%
Q534 (TURBAN : BLACK & WHITE (DZ/24 DZ)),22.00,264.00,0.0%,12.00,123.40,5.61,140.60,53.26%
Q535 (TURBAN : WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q536 (T-TOWEL : ASST (DZ/16DZ)),16.00,360.00,0.0%,22.50,0.00,0.00,360.00,100.0%
Q537 (T-TOWEL : BK (DZ/16DZ)),20.00,450.00,0.0%,22.50,104.93,5.25,345.07,76.68%
Q540 (KID BONNET : ASSORT (DZ/48 DZ)),123.00,930.00,0.0%,7.56,338.24,2.75,591.76,63.63%
Q541 (KID BONNET : BLACK (DZ/48 DZ)),161.00,"1,225.00",0.0%,7.61,439.24,2.73,785.76,64.14%
Q542 (KID WRAP : ASSORT (DZ/24DZ)),21.00,160.00,0.0%,7.62,51.42,2.45,108.58,67.86%
Q543 (KID WRAP : BLACK (DZ/48 DZ)),37.00,282.50,0.0%,7.64,95.84,2.59,186.66,66.07%
Q544 (KID MESH-WRAP : ASSORT (DZ/48 DZ)),18.00,101.00,0.0%,5.61,39.01,2.17,61.99,61.38%
Q545 (KID MESH-WRAP : BLACK (DZ/48 DZ)),34.00,189.00,0.0%,5.56,71.51,2.10,117.49,62.16%
Q546 (KID SHOWER-CAP : ASSORT (DZ/48 DZ)),70.00,322.50,0.0%,4.61,140.00,2.00,182.50,56.59%
Q547 (KID SHOWER-CAP : BLACK (DZ/48 DZ)),37.00,168.00,0.0%,4.54,74.00,2.00,94.00,55.95%
Q548 (STRETCH NET (2PCS) : BLACK (DZ/36 DZ)),28.00,426.00,0.0%,15.21,145.76,5.21,280.24,65.78%
Q551 (DLX CUSTOM WEAVING CAP (XL) : BK (DZ/36 DZ)),57.00,"1,068.00",0.0%,18.74,428.97,7.53,639.03,59.83%
Q552 (DELUX WEAVING NET (2 PC) : BROWN (DZ/36 DZ)),6.00,51.00,0.0%,8.50,14.40,2.40,36.60,71.77%
Q553 (DELUX WEAVING NET (2 PC) : BLOND (DZ/36 DZ)),-3.00,-23.00,0.0%,7.67,-7.53,2.51,-15.47,67.26%
Q554 (WEAVING CAP (OPEN TOP) : BROWN (DZ/48 DZ)),12.00,66.00,0.0%,5.50,30.40,2.53,35.60,53.94%
Q555 (WEAVING CAP (OPEN TOP) : NATURAL (DZ/48 DZ)),4.00,22.00,0.0%,5.50,10.32,2.58,11.68,53.09%
Q556 (WEAVING CAP (CLOSED TOP) : BROWN (DZ/48 DZ)),228.00,"1,270.00",0.0%,5.57,573.65,2.52,696.35,54.83%
Q557 (WEAVING CAP (CLOSED TOP) : NATURL (DZ/48 DZ)),40.00,226.00,0.0%,5.65,101.63,2.54,124.37,55.03%
Q558 (DELUX WEAVING NET (2 PC) : FINE (DZ/36 DZ)),22.00,192.00,0.0%,8.73,53.52,2.43,138.48,72.13%
Q559 (DELUX WEAVING NET (2 PC) : WIDE (DZ/36 DZ)),30.00,257.50,0.0%,8.58,75.19,2.51,182.31,70.8%
Q560 (BABY KUFI CAP : ASSORT (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q568 (BABY KUFI CAP : CREAM (DZ/40 DZ)),5.00,75.00,0.0%,15.00,0.00,0.00,75.00,100.0%
Q582 (BABY KUFI CAP : LIGHT GRAY (DZ/40 DZ)),5.00,75.00,0.0%,15.00,0.00,0.00,75.00,100.0%
Q615 (KID KUFI CAP : LAVENDER (DZ/40 DZ)),3.00,45.00,0.0%,15.00,0.00,0.00,45.00,100.0%
Q616 (KID KUFI CAP : CREAM (DZ/40 DZ)),3.00,45.00,0.0%,15.00,0.00,0.00,45.00,100.0%
Q629 (JUMBO HAIR NET : AFRO (DZ/24 DZ)),1.00,30.00,0.0%,30.00,11.00,11.00,19.00,63.33%
Q630 (JUMBO HAIR NET : ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q631 (JUMBO HAIR NET : BLACK (DZ/24 DZ)),9.00,192.50,0.0%,21.39,99.00,11.00,93.50,48.57%
Q712 (DREADLOCKS TUBE : ASSORT (DZ/24 DZ)),24.00,306.00,0.0%,12.75,152.40,6.35,153.60,50.2%
Q713 (DREADLOCKS TUBE : BLACK (DZ/24 DZ)),30.00,360.00,0.0%,12.00,190.47,6.35,169.53,47.09%
Q742 (SUSPENDER : BLACK (DZ/20 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q800 (OGN STOCKING WIG CAP (2PCS) : BLACK (DZ/40DZ)),438.00,"1,984.50",0.0%,4.53,865.78,1.98,"1,118.72",56.37%
Q8000 (PRM SJ SILKY & CONDITIONING SLEEP CAP : ASST (DZ/12DZ)),118.00,"2,850.00",0.0%,24.15,"1,517.82",12.86,"1,332.18",46.74%
Q8001 (PRM SJ SILKY & CONDITIONING SLEEP CAP : BK (DZ/12DZ)),127.00,"3,060.00",0.0%,24.09,"1,638.30",12.90,"1,421.70",46.46%
Q8002 (PRM SILKY PADDED CONDITIONING BRAID CAP : ASST (DZ/24DZ)),164.00,"3,978.00",0.0%,24.26,"2,238.60",13.65,"1,739.40",43.73%
Q8003 (PRM SILKY PADDED CONDITIONING BRAID CAP : BK (DZ/12DZ)),184.00,"4,452.00",0.0%,24.20,"2,511.60",13.65,"1,940.40",43.59%
Q801 (OGN STOCKING WIG CAP (5PCS) : BLACK (DZ/40DZ)),233.00,"2,005.00",0.0%,8.61,846.61,3.63,"1,158.39",57.78%
Q802 (OGN STOCKING WIG CAP (2PCS) : BROWN (DZ/40DZ)),119.00,540.00,0.0%,4.54,236.25,1.99,303.75,56.25%
Q8020 (PRM SILKY & SOFT TIE BONNET : ASST (DZ/24DZ)),80.00,"1,206.00",0.0%,15.08,702.40,8.78,503.60,41.76%
Q8021 (PRM SILKY & SOFT TIE BONNET : BK (DZ/24DZ)),82.00,"1,260.00",0.0%,15.37,648.24,7.91,611.76,48.55%
Q803 (OGN STOCKING WIG CAP (2PCS) : NATURAL (DZ/40DZ)),286.00,"1,288.50",0.0%,4.51,566.86,1.98,721.64,56.01%
Q804 (OGN STOCKING WIG CAP (DLX) : BLACK (DZ/40DZ)),279.00,"1,264.50",0.0%,4.53,484.85,1.74,779.65,61.66%
Q805 (OGN STOCKING WIG CAP (DLX) : BROWN (DZ/40DZ)),67.00,301.50,0.0%,4.50,118.62,1.77,182.88,60.66%
Q806 (OGN STOCKING WIG CAP (DLX) : NATURAL (DZ/40DZ)),78.00,354.00,0.0%,4.54,136.25,1.75,217.75,61.51%
Q807 (OGN STOCKING WIG CAP (DLX) : BURGUNDY (DZ/40DZ)),3.00,13.50,0.0%,4.50,4.64,1.55,8.86,65.63%
Q808 (OGN BRAID CYLINDER : BLACK (DZ/40DZ)),13.00,78.00,0.0%,6.00,32.24,2.48,45.76,58.67%
Q8081 (PRM STOCKING BRAID CYLINDER : BK (DZ/40DZ)),36.00,324.00,0.0%,9.00,108.00,3.00,216.00,66.67%
Q809 (OGN STOCKING WIG CAP (2PCS) : L/BRW (DZ/40DZ)),73.00,324.00,0.0%,4.44,144.27,1.98,179.73,55.47%
Q810 (OGN DOUBLE MESH WRAP : ASST. (DZ/24DZ)),60.00,762.00,0.0%,12.70,232.02,3.87,529.98,69.55%
Q811 (OGN DOUBLE MESH WRAP : BLACK (DZ/24DZ)),141.00,"1,802.50",0.0%,12.78,530.64,3.76,"1,271.86",70.56%
Q812 (OGN FOAM MESH WRAP : ASST. (DZ/24DZ)),41.00,512.50,0.0%,12.50,146.48,3.57,366.02,71.42%
Q813 (OGN FOAM MESH WRAP : BLACK (DZ/24DZ)),131.00,"1,653.50",0.0%,12.62,452.06,3.45,"1,201.44",72.66%
Q814 (OGN OPEN WRAP : ASST. (DZ/24DZ)),22.00,143.00,0.0%,6.50,61.55,2.80,81.45,56.96%
Q815 (OGN OPEN WRAP : BLACK (DZ/24DZ)),85.00,571.00,0.0%,6.72,217.32,2.56,353.68,61.94%
Q816 (OGN FOAM WRAP : ASST. (DZ/24DZ)),-9.00,-112.50,0.0%,12.50,-32.90,3.66,-79.60,70.76%
Q817 (OGN FOAM WRAP : BLACK (DZ/24DZ)),15.00,195.50,0.0%,13.03,55.89,3.73,139.61,71.41%
Q818 (OGN EXTRA FIRM MESH WRAP : ASST. (DZ/24DZ)),51.00,462.00,0.0%,9.06,163.07,3.20,298.93,64.7%
Q819 (OGN EXTRA FIRM MESH WRAP : BLACK (DZ/24DZ)),71.00,657.00,0.0%,9.25,203.77,2.87,453.23,68.99%
Q820 (OGN SLEEP CAP : ASST. (DZ/24DZ)),347.00,"4,369.50",0.0%,12.59,"1,383.29",3.99,"2,986.21",68.34%
Q821 (OGN SLEEP CAP : BLACK (DZ/24DZ)),450.00,"5,665.00",0.0%,12.59,"1,812.70",4.03,"3,852.30",68.0%
Q822 (OGN SLEEP CAP (XL) : ASST. (DZ/24DZ)),162.00,"2,218.50",0.0%,13.69,701.35,4.33,"1,517.15",68.39%
Q823 (OGN SLEEP CAP (XL) : BLACK (DZ/24DZ)),275.00,"3,766.50",0.0%,13.70,"1,218.83",4.43,"2,547.67",67.64%
Q824 (OGN SLEEP CAP (DS) : ASST. (DZ/24DZ)),38.00,522.00,0.0%,13.74,180.88,4.76,341.12,65.35%
Q825 (OGN SLEEP CAP (DS) : BLACK (DZ/24DZ)),112.00,"1,521.00",0.0%,13.58,534.73,4.77,986.27,64.84%
Q826 (OGN BONNET : ASST. (DZ/24DZ)),221.00,"2,774.50",0.0%,12.55,909.01,4.11,"1,865.49",67.24%
Q827 (OGN BONNET : BLACK (DZ/24DZ)),409.00,"5,184.50",0.0%,12.68,"1,635.65",4.00,"3,548.85",68.45%
Q828 (OGN BONNET (XL) : ASST. (DZ/24DZ)),174.00,"2,389.50",0.0%,13.73,738.72,4.25,"1,650.78",69.09%
Q829 (OGN BONNET (XL) : BLACK (DZ/24DZ)),252.00,"3,478.50",0.0%,13.80,"1,084.02",4.30,"2,394.48",68.84%
Q830 (OGN OVER WRAP ; ASST. (DZ/24DZ)),18.00,229.00,0.0%,12.72,64.59,3.59,164.41,71.8%
Q831 (OGN OVER WRAP ; BLACK (DZ/24DZ)),74.00,933.00,0.0%,12.61,261.43,3.53,671.57,71.98%
Q832 (OGN SCARF : ASST. (DZ/24DZ)),25.00,337.50,0.0%,13.50,132.07,5.28,205.43,60.87%
Q833 (OGN SCARF : BLACK (DZ/24DZ)),73.00,999.00,0.0%,13.68,388.64,5.32,610.36,61.1%
Q834 (OGN BAGGING CAP : ASST. (DZ/24DZ)),70.00,"1,177.50",0.0%,16.82,641.90,9.17,535.60,45.49%
Q835 (OGN BAGGING CAP : BLACK (DZ/24DZ)),172.00,"2,905.50",0.0%,16.89,"1,577.24",9.17,"1,328.26",45.72%
Q836 (OGN BRAID BONNET : ASST. (DZ/24DZ)),147.00,"2,008.50",0.0%,13.66,756.91,5.15,"1,251.59",62.32%
Q837 (OGN BRAID BONNET : BLACK (DZ/24DZ)),282.00,"3,847.50",0.0%,13.64,"1,438.70",5.10,"2,408.80",62.61%
Q838 (OGN FLIP OVER HEADWRAP : ASST. (DZ/24DZ)),14.00,189.00,0.0%,13.50,53.34,3.81,135.66,71.78%
Q839 (OGN FLIP OVER HEADWRAP : BLACK (DZ/24DZ)),43.00,627.00,0.0%,14.58,161.40,3.75,465.60,74.26%
Q840 (OGN DLX CUSTOM WEAVING CAP : BLK (DZ/24DZ)),80.00,"1,680.00",0.0%,21.00,570.98,7.14,"1,109.02",66.01%
Q841 (OGN WEAVING NET : BLACK (DZ/24DZ)),60.00,762.00,0.0%,12.70,163.84,2.73,598.16,78.5%
Q8411 (OGN WEAVING NET : BROWN (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q8412 (OGN WEAVING NET : NATURAL (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q8413 (OGN WEAVING NET(2PCS) : FINE (DZ/24DZ)),11.00,141.50,0.0%,12.86,30.21,2.75,111.29,78.65%
Q8414 (OGN WEAVING NET(2PCS) : WIDE (DZ/24DZ)),4.00,54.00,0.0%,13.50,10.13,2.53,43.87,81.24%
Q842 (OGN WIG LINER (OPEN TOP) : BLACK (DZ/40DZ)),75.00,493.50,0.0%,6.58,223.66,2.98,269.84,54.68%
Q8421 (OGN WIG LINER (OPEN TOP) : BROWN (DZ/40DZ)),-5.00,-32.50,0.0%,6.50,-14.83,2.97,-17.67,54.37%
Q8422 (OGN WIG LINER (OPEN TOP) : NATURAL (DZ/40DZ)),10.00,65.00,0.0%,6.50,26.64,2.66,38.36,59.02%
Q843 (OGN WEAVING CAP (CLOSE TOP) : BLK (DZ/40DZ)),185.00,"1,206.50",0.0%,6.52,549.47,2.97,657.03,54.46%
Q8431 (OGN WEAVING CAP (CLOSE TOP) : BRW (DZ/40DZ)),13.00,84.50,0.0%,6.50,38.88,2.99,45.62,53.99%
Q8432 (OGN WEAVING CAP (CLOSE TOP) : NTR (DZ/40DZ)),7.00,45.50,0.0%,6.50,20.81,2.97,24.69,54.26%
Q844 (OGN SPANDEX CAP : ASSORT (DZ/24DZ)),22.00,275.00,0.0%,12.50,70.40,3.20,204.60,74.4%
Q845 (OGN SPANDEX CAP : BLACK (DZ/24DZ)),64.00,800.00,0.0%,12.50,204.80,3.20,595.20,74.4%
Q846 (OGN SPANDEX WRAP : ASSORT (DZ/24DZ)),18.00,233.00,0.0%,12.94,62.10,3.45,170.90,73.35%
Q847 (OGN SPANDEX WRAP : BLACK (DZ/24DZ)),32.00,420.00,0.0%,13.13,110.40,3.45,309.60,73.71%
Q848 (OGN STRETCH NET(2PCS) : BLACK (DZ/24DZ)),66.00,990.00,0.0%,15.00,333.28,5.05,656.72,66.34%
Q8481 (OGN MESH TUBE BONNET : BK (DZ/24DZ)),41.00,768.00,0.0%,18.73,349.80,8.53,418.20,54.45%
Q849 (OGN PATTERNED SLEEP CAP :  ASSORT (DZ/24DZ)),220.00,"3,024.00",0.0%,13.75,"1,082.83",4.92,"1,941.17",64.19%
Q8491 (OGN PATTERNED MESH WRAP : ASSORT (DZ/24DZ)),134.00,"1,683.00",0.0%,12.56,534.13,3.99,"1,148.87",68.26%
Q8492 (OGN PATTERNED MESH SCARF : ASSORT (DZ/24DZ)),56.00,756.00,0.0%,13.50,324.06,5.79,431.94,57.14%
Q8493 (OGN PATTERNED BRAID BONNET  : ASSORT (DZ/24DZ)),213.00,"2,911.50",0.0%,13.67,"1,326.99",6.23,"1,584.51",54.42%
Q850 (OGN KID SLEEP CAP : ASSORT (DZ/24DZ)),56.00,651.00,0.0%,11.63,197.09,3.52,453.91,69.73%
Q851 (OGN KID SLEEP CAP : BLACK (DZ/24DZ)),48.00,569.50,0.0%,11.86,167.65,3.49,401.85,70.56%
Q852 (OGN KID BONNET : ASSORT (DZ/24DZ)),110.00,"1,311.00",0.0%,11.92,370.70,3.37,940.30,71.72%
Q853 (OGN KID BONNET : BLACK (DZ/24DZ)),58.00,684.50,0.0%,11.80,195.45,3.37,489.05,71.45%
Q854 (OGN KID DOUBLE MESH WRAP : ASSORT (DZ/24DZ)),2.00,23.00,0.0%,11.50,7.04,3.52,15.96,69.39%
Q855 (OGN KID DOUBLE MESH WRAP : BLACK (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q856 (OGN KID FOAM MESH WRAP : ASSORT (DZ/24DZ)),4.00,46.00,0.0%,11.50,0.00,0.00,46.00,100.0%
Q857 (OGN KID FOAM MESH WRAP : BLACK (DZ/24DZ)),1.00,15.00,0.0%,15.00,3.27,3.27,11.73,78.2%
Q858 (OGN KID FIRM MESH WRAP : ASSORT (DZ/24DZ)),7.00,59.50,0.0%,8.50,22.96,3.28,36.54,61.41%
Q859 (OGN KID FIRM MESH WRAP : BLACK (DZ/24DZ)),9.00,76.50,0.0%,8.50,24.48,2.72,52.02,68.0%
Q865 (OGN PADDED BONNET : ASST (DZ/12DZ)),45.00,822.00,0.0%,18.27,368.98,8.20,453.02,55.11%
Q866 (OGN PADDED BONNET : BK (DZ/12DZ)),82.00,"1,500.00",0.0%,18.29,671.42,8.19,828.58,55.24%
Q867 (OGN SHOWER & CONDI CAP (XL) : ASSORT (DZ/12DZ)),55.00,930.00,0.0%,16.91,302.60,5.50,627.40,67.46%
Q868 (OGN SHOWER & CONDI CAP (XL) : BLACK (DZ/24DZ)),74.00,"1,228.50",0.0%,16.60,432.78,5.85,795.72,64.77%
Q869 (BERET : L. ASSORT (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q870 (BERET :  ASSORT (DZ/20DZ)),21.00,472.50,0.0%,22.50,220.50,10.50,252.00,53.33%
Q871 (BERET (SPRING&SUMMER) : BLACK (DZ/20DZ)),71.00,"1,457.50",0.0%,20.53,745.50,10.50,712.00,48.85%
Q872 (BERET (SPRING&SUMMER) : WHITE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q873 (BERET (SPRING&SUMMER) : L.GRAY (DZ/20DZ)),3.00,67.50,0.0%,22.50,30.93,10.31,36.57,54.18%
Q874 (BERET (SPRING&SUMMER) : RED (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q875 (BERET (SPRING&SUMMER) : NAVY (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q876 (BERET (SPRING&SUMMER) : BROWN (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q877 (BERET (SPRING&SUMMER) : L.PINK (DZ/20DZ)),3.00,67.50,0.0%,22.50,30.01,10.00,37.49,55.54%
Q878 (BERET (SPRING&SUMMER) : YELLOW (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q879 (BERET (SPRING&SUMMER) : PURPLE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q880 (BERET (SPRING&SUMMER) : BURGUNDY (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q881 (BERET (SPRING&SUMMER) : R.BLUE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q882 (BERET (SPRING&SUMMER) : H.PINK (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q883 (BERET (SPRING&SUMMER) : OLIVE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q884 (BERET (SPRING&SUMMER) : TURQUOISE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q885 (BERET (SPRING&SUMMER) : LEMON (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q886 (BERET (SPRING&SUMMER) : KHAKI (DZ/20DZ)),3.00,67.50,0.0%,22.50,23.33,7.78,44.17,65.44%
Q887 (BERET (SPRING&SUMMER) : BEIGE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q888 (BERET (SPRING&SUMMER) : ORANGE (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q889 (BERET (SPRING&SUMMER) : CREAM (DZ/20DZ)),3.00,67.50,0.0%,22.50,0.00,0.00,67.50,100.0%
Q890 (BERET (SPRING&SUMMER) : AFRO (DZ/20DZ)),3.00,67.50,0.0%,22.50,31.50,10.50,36.00,53.33%
Q891 (BERET (SPRING&SUMMER) : LAVENDER (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q892 (BERET (SPRING&SUMMER) : CRIMSON (DZ/20DZ)),3.00,67.50,0.0%,22.50,0.00,0.00,67.50,100.0%
Q893 (BERET (SPRING&SUMMER) : PEACH (DZ/20DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q894 (OGN DAY&NIGHT CAP (XL) : ASSORT (DZ/12DZ)),57.00,940.50,0.0%,16.50,339.77,5.96,600.73,63.87%
Q895 (OGN DAY&NIGHT CAP (XL) : BLACK (DZ/12DZ)),155.00,"2,557.50",0.0%,16.50,893.31,5.76,"1,664.19",65.07%
Q896 (OGN SUPER-JUMBO SLEEP CAP : ASSORT (DZ/24DZ)),69.00,"1,053.00",0.0%,15.26,369.84,5.36,683.16,64.88%
Q897 (OGN SUPER-JUMBO SLEEP CAP : BLACK (DZ/24DZ)),141.00,"2,157.00",0.0%,15.30,759.27,5.38,"1,397.73",64.8%
Q898 (OGN SUPER-JUMBO BONNET : ASSORT (DZ/12DZ)),90.00,"1,374.00",0.0%,15.27,482.40,5.36,891.60,64.89%
Q899 (OGN SUPER-JUMBO BONNET : BLACK (DZ/12DZ)),170.00,"2,616.00",0.0%,15.39,911.82,5.36,"1,704.18",65.14%
Q9000 (VELVET SLEEP CAP : ASST (DZ / 24DZ)),137.00,"3,105.00",0.0%,22.66,"1,507.00",11.00,"1,598.00",51.47%
Q9001 (VELVET SLEEP CAP : BK (DZ / 24DZ)),87.00,"1,972.50",0.0%,22.67,957.00,11.00,"1,015.50",51.48%
Q9002 (VELVET LADY DURAG : ASST (DZ / 24DZ)),53.00,"1,200.00",0.0%,22.64,524.70,9.90,675.30,56.28%
Q9003 (VELVET LADY DURAG : BK (DZ / 24DZ)),83.00,"1,875.00",0.0%,22.59,821.70,9.90,"1,053.30",56.18%
V3001 (BIG SHIRT(M/L) : BLACK (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3101 (LONG VEST(M/L) : BLACK (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3102 (LONG VEST(XL/2XL) : BLACK (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3122 (LONG VEST(XL/2XL) : BLUE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3131 (LONG VEST(M/L) : PURPLE (PC/48PCS/96PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
V3200 (BARBER JACKET (S/M) : BLACK (PC/48PCS/96PCS)),10.00,90.00,0.0%,9.00,37.35,3.74,52.65,58.5%
V3201 (BARBER JACKET (L) : BLACK (PC/48PCS/96PCS)),77.00,654.50,0.0%,8.50,284.72,3.70,369.78,56.5%
V3202 (BARBER JACKET (XL) : BLACK (PC/48PCS/96PCS)),35.00,307.50,0.0%,8.79,133.62,3.82,173.88,56.55%
V3203 (BARBER JACKET (2XL) : BLACK (PC/48PCS/96PCS)),17.00,159.50,0.0%,9.38,65.11,3.83,94.39,59.18%
V3204 (BARBER JACKET (3XL) : BLACK (PC/48PCS/96PCS)),33.00,303.00,0.0%,9.18,123.72,3.75,179.28,59.17%
V3205 (BARBER JACKET (4XL) : BLACK (PC/48PCS/96PCS)),4.00,36.00,0.0%,9.00,14.80,3.70,21.20,58.89%
V3210 (BARBER JACKET (S/M) : WHITE (PC/48PCS/96PCS)),14.00,124.00,0.0%,8.86,44.80,3.20,79.20,63.87%
V3211 (BARBER JACKET (L) : WHITE (PC/48PCS/96PCS)),16.00,146.00,0.0%,9.13,56.79,3.55,89.21,61.1%
V3212 (BARBER JACKET (XL) : WHITE (PC/48PCS/96PCS)),27.00,234.50,0.0%,8.69,86.54,3.21,147.96,63.1%
V3213 (BARBER JACKET (2XL) : WHITE (PC/48PCS/96PCS)),8.00,73.00,0.0%,9.13,27.42,3.43,45.58,62.44%
V3214 (BARBER JACKET (3XL) : WHITE (PC/48PCS/96PCS)),8.00,78.00,0.0%,9.75,28.24,3.53,49.76,63.8%
V3215 (BARBER JACKET (4XL) : WHITE (PC/48PCS/96PCS)),5.00,51.00,0.0%,10.20,0.18,0.04,50.82,99.65%
V3300 (MESH VEST (SMALL) : BLACK (PC/48PCS/96PCS)),54.00,355.00,0.0%,6.57,128.55,2.38,226.45,63.79%
V3301 (MESH VEST (M/L) : BLACK (PC/48PCS/96PCS)),112.00,782.50,0.0%,6.99,271.35,2.42,511.15,65.32%
