Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
K410 (SILKY DURAG : SILVER (DZ/36DZ)),7.00,66.00,0.0%,9.43,27.21,3.89,38.79,58.77%
K411 (SILKY DURAG : YELLOW (DZ/36DZ)),3.00,27.00,0.0%,9.00,11.64,3.88,15.36,56.89%
K412 (SILKY DURAG : ORANGE (DZ/36DZ)),3.00,27.00,0.0%,9.00,11.69,3.90,15.31,56.7%
K413 (SILKY DURAG : GREEN (DZ/36DZ)),6.00,54.00,0.0%,9.00,23.45,3.91,30.55,56.57%
K414 (SILKY DURAG : L/PINK (DZ/36DZ)),6.00,54.00,0.0%,9.00,23.20,3.87,30.80,57.04%
K415 (SILKY DURAG : PURPLE (DZ/36DZ)),6.00,54.00,0.0%,9.00,23.05,3.84,30.95,57.32%
K416 (SILKY DURAG : GOLD (DZ/36DZ)),39.00,351.00,0.0%,9.00,151.34,3.88,199.66,56.88%
K417 (SILKY CAMO DURAG : ASST. (DZ/24DZ)),98.00,"1,353.00",0.0%,13.81,441.00,4.50,912.00,67.41%
K418 (SILKY CAMO DURAG : GREEN (DZ/24DZ)),25.00,346.50,0.0%,13.86,112.50,4.50,234.00,67.53%
K419 (SILKY CAMO DURAG : BLUE (DZ/24DZ)),17.00,238.50,0.0%,14.03,76.50,4.50,162.00,67.93%
K420 (SILKY CAMO DURAG : PINK (DZ/24DZ)),16.00,220.50,0.0%,13.78,72.00,4.50,148.50,67.35%
K422 (MAN MAGIC-RAG : WHITE (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K600 (BONUS DURAG : ASSORT (DZ/36 DZ)),18.00,72.00,0.0%,4.00,0.00,0.00,72.00,100.0%
K601 (BONUS DURAG : BLACK (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K602 (BONUS DURAG : WHITE (DZ/36 DZ)),5.00,20.00,0.0%,4.00,0.00,0.00,20.00,100.0%
K603 (BONUS DURAG : RED (DZ/36 DZ)),5.00,20.00,0.0%,4.00,0.00,0.00,20.00,100.0%
K604 (BONUS DURAG : NAVY (DZ/36 DZ)),5.00,20.00,0.0%,4.00,0.00,0.00,20.00,100.0%
K700 (SPANDEX STRETCH CAP : ASSORTED (DZ/48 DZ)),60.00,420.00,0.0%,7.00,162.00,2.70,258.00,61.43%
K701 (SPANDEX STRETCH CAP : BLACK (DZ/48 DZ)),205.00,"1,435.00",0.0%,7.00,540.88,2.64,894.12,62.31%
K702 (SPANDEX STRETCH CAP : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K703 (SPAN DREADLOCKS CAP : ASSORT (DZ/24 DZ)),388.00,"6,439.50",0.0%,16.60,"2,657.58",6.85,"3,781.92",58.73%
K704 (SPAN DREADLOCKS CAP : BLACK (DZ/24 DZ)),796.00,"13,216.50",0.0%,16.60,"5,451.95",6.85,"7,764.55",58.75%
K705 (SPAN DREADLOCKS CAP (XL) : ASSORT (DZ/24 DZ)),263.00,"5,568.00",0.0%,21.17,"2,143.32",8.15,"3,424.68",61.51%
K706 (SPAN DREADLOCKS CAP (XL) : BLACK (DZ/24 DZ)),804.00,"16,893.00",0.0%,21.01,"6,552.46",8.15,"10,340.54",61.21%
K707 (SPAN DREADLOCKS BAND : ASSORT (DZ/24 DZ)),280.00,"2,417.50",0.0%,8.63,"1,021.36",3.65,"1,396.14",57.75%
K708 (SPAN DREADLOCKS BAND : BLACK (DZ/24 DZ)),416.00,"3,581.50",0.0%,8.61,"1,517.77",3.65,"2,063.73",57.62%
K710 (DREADLOCKS TUBE : ASSORT (DZ/24 DZ)),173.00,"2,106.00",0.0%,12.17,"1,098.55",6.35,"1,007.45",47.84%
K711 (DREADLOCKS TUBE : BLACK (DZ/24 DZ)),449.00,"5,419.50",0.0%,12.07,"2,851.15",6.35,"2,568.35",47.39%
K720 (SPORT BAND SET (3PCS) : ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K723 (SPORT BAND SET (3PCS) : RED (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K724 (SPORT BAND SET (3PCS) : NAVY (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K731 (SPORT BAND SET (3PCS) : ORANGE (DZ/24 DZ)),1.00,5.50,0.0%,5.50,0.00,0.00,5.50,100.0%
K860 (OGN WAVE CAP : ASSORT (DZ/40 DZ)),49.00,198.00,0.0%,4.04,83.15,1.70,114.85,58.01%
K861 (OGN WAVE CAP : BLACK (DZ/40 DZ)),"1,200.00","4,806.00",0.0%,4.01,"2,160.12",1.80,"2,645.88",55.05%
K862 (OGN WAVE CAP : WHITE (DZ/40 DZ)),-14.00,-50.00,0.0%,3.57,0.00,0.00,-50.00,100.0%
K863 (OGN KID WAVE CAP : ASSORT (DZ/40 DZ)),10.00,40.00,0.0%,4.00,0.00,0.00,40.00,100.0%
K864 (OGN KID WAVE CAP : BLACK (DZ/40 DZ)),29.00,128.00,0.0%,4.41,0.00,0.00,128.00,100.0%
K941 (JAMAICA HAT : BLACK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K943 (JAMAICA HAT : RED (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K945 (JAMAICA HAT : BROWN (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K950 (JAMAICA HAT : AFRO (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K960 (VISOR JAMAICA HAT : ASSORT (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K961 (VISOR JAMAICA HAT : BLACK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K965 (VISOR JAMAICA HAT :BROWN (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"K969 (LOC VISOR CAP, W : BK (DZ/12DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"K970 (LOC VISOR CAP, N : BK (DZ/12DZ))",-23.00,-816.00,0.0%,35.48,-416.76,18.12,-399.24,48.93%
K971 (VISOR JAMAICA HAT : WH.AFRO (DZ/12DZ)),1.00,48.00,0.0%,48.00,0.00,0.00,48.00,100.0%
K980 (VISOR JAMAICA HAT (LONG) : ASSORT (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K981 (VISOR JAMAICA HAT (LONG) : BLACK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K985 (VISOR JAMAICA HAT (LONG) :BROWN (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"K989 (LOC VISOR CAP, SUPER LONG : BK (DZ/12DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K990 (LOC VISOR TUBE : BK (DZ/12DZ)),-19.00,-684.00,0.0%,36.00,-344.28,18.12,-339.72,49.67%
MASK (MASK : L/BLUE (PC/2400PCS)),800.00,370.00,0.0%,0.46,320.00,0.40,50.00,13.51%
MASK-KN95 (MASK : KN95 (PC/1000PCS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q054 (KID SLEEP CAP : ASSORT (DZ/48 DZ)),280.00,"2,105.00",0.0%,7.52,780.44,2.79,"1,324.56",62.92%
Q055 (KID SLEEP CAP : BLACK (DZ/48 DZ)),419.00,"3,145.00",0.0%,7.51,"1,166.40",2.78,"1,978.60",62.91%
Q100 (STOCKING WIG-CAP (2 PC) : BLACK (DZ/60 DZ)),"2,830.00","8,604.00",0.0%,3.04,"4,333.50",1.53,"4,270.50",49.63%
Q101 (STOCKING WIG-CAP (2 PC) : BROWN (DZ/60 DZ)),"1,019.00","3,099.00",0.0%,3.04,"1,564.69",1.54,"1,534.31",49.51%
Q102 (STOCKING WIG-CAP (2 PC) : LT. BROWN (DZ/60 DZ)),"1,532.00","4,635.00",0.0%,3.03,"2,336.84",1.53,"2,298.16",49.58%
Q103 (STOCKING WIG-CAP (100 PC) : BLACK (PK/24PK)),21.00,225.00,0.0%,10.71,102.90,4.90,122.10,54.27%
Q104 (STOCKING WIG-CAP (2 PC) : BEIGE (NTR) (DZ/60 DZ)),"3,058.00","9,274.50",0.0%,3.03,"4,656.19",1.52,"4,618.31",49.8%
Q105 (STOCKING WIG-CAP (200 PC) : BLACK (PK/24PK)),56.00,"1,064.00",0.0%,19.00,548.64,9.80,515.36,48.44%
Q106 (STOCKING WIG-CAP (400 PC) : BLACK (PK/16PK)),47.00,"1,778.00",0.0%,37.83,898.38,19.11,879.62,49.47%
Q107 (STOCKING WIG-CAP (400 PC) : BEIGE(NTR) (PK/16PK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q108 (BRAID CYLINDER : BLACK (DZ/48 DZ)),128.00,577.50,0.0%,4.51,230.32,1.80,347.18,60.12%
Q109 (BRAID CYLINDER : BROWN (DZ/48 DZ)),33.00,151.50,0.0%,4.59,59.40,1.80,92.10,60.79%
Q110 (MESH-WRAP (LG) : ASSORTED (DZ/48 DZ)),102.00,622.00,0.0%,6.10,301.57,2.96,320.43,51.52%
Q111 (MESH-WRAP (LG) : BLACK (DZ/48 DZ)),332.00,"2,006.00",0.0%,6.04,975.34,2.94,"1,030.66",51.38%
Q114 (UNDA CAP (3 PC) : WHITE (DZ/60 DZ)),12.00,39.00,0.0%,3.25,0.00,0.00,39.00,100.0%
Q115 (UNDA CAP (3 PC) : PINK (DZ/60 DZ)),9.00,27.00,0.0%,3.00,0.00,0.00,27.00,100.0%
Q116 (UNDA CAP (3 PC) : BLUE (DZ/60 DZ)),10.00,30.00,0.0%,3.00,0.00,0.00,30.00,100.0%
Q117 (UNDA CAP (100 PC) : WHITE (BOX/24 BOX)),1.00,8.00,0.0%,8.00,0.00,0.00,8.00,100.0%
Q118 (UNDA CAP (100 PC) : PINK (BOX/24 BOX)),1.00,8.00,0.0%,8.00,0.00,0.00,8.00,100.0%
Q119 (UNDA CAP (100 PC) : BLUE (BOX/24 BOX)),1.00,8.00,0.0%,8.00,0.00,0.00,8.00,100.0%
Q120 (SUPER JUMBO SLEEP-CAP : ASSORT (DZ/24 DZ)),183.00,"2,111.50",0.0%,11.54,832.85,4.55,"1,278.65",60.56%
Q121 (SUPER JUMBO SLEEP-CAP : BLACK (DZ/24 DZ)),180.00,"2,080.50",0.0%,11.56,820.74,4.56,"1,259.76",60.55%
Q122 (SUPER JUMBO BONNET : ASSORT (DZ/24 DZ)),111.00,"1,287.00",0.0%,11.59,505.05,4.55,781.95,60.76%
Q123 (SUPER JUMBO BONNET : BLACK (DZ/24 DZ)),144.00,"1,666.50",0.0%,11.57,663.54,4.61,"1,002.96",60.18%
Q124 (DRAWSTRING SLEEP CAP : ASSORT (DZ/48DZ)),96.00,876.00,0.0%,9.13,356.30,3.71,519.70,59.33%
Q125 (DRAWSTRING SLEEP CAP : BLACK (DZ/48DZ)),124.00,"1,131.00",0.0%,9.12,462.24,3.73,668.76,59.13%
Q126 (XL STOCKING WIG-CAP (2PCS) : BK (DZ/60 DZ)),478.00,"1,696.00",0.0%,3.55,782.05,1.64,913.95,53.89%
Q127 (XL STOCKING WIG CAP(200PCS) : BK (PK/24PK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q129 (MAGIC-SCARF : ASSORT (DZ/16 DZ)),103.00,"1,854.00",0.0%,18.00,930.22,9.03,923.78,49.83%
Q130 (MAGIC-SCARF : BLACK (DZ/16 DZ)),195.00,"3,540.00",0.0%,18.15,"1,760.85",9.03,"1,779.15",50.26%
Q131 (MAGIC-SCARF : WHITE (DZ/16 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q140 (LADY DURAG : ASSORTED (DZ/20 DZ)),35.00,424.50,0.0%,12.13,211.31,6.04,213.19,50.22%
Q141 (LADY DURAG : BLACK (DZ/20 DZ)),106.00,"1,281.00",0.0%,12.08,638.34,6.02,642.66,50.17%
Q142 (STOCKING WIG-CAP (2 PC) : D/BRW (DZ/60 DZ)),510.00,"1,555.50",0.0%,3.05,759.90,1.49,795.60,51.15%
Q143 (STOCKING WIG-CAP (2 PC) : AUBURN (DZ/60 DZ)),"1,752.00","5,271.00",0.0%,3.01,"2,714.63",1.55,"2,556.37",48.5%
Q144 (STOCKING WIG-CAP (2 PC) : CREAM (BLD) (DZ/60 DZ)),301.00,910.50,0.0%,3.02,448.49,1.49,462.01,50.74%
Q150 (SATIN SLEEP-CAP(LG) : ASSORTED (DZ/36 DZ)),308.00,"2,630.50",0.0%,8.54,947.74,3.08,"1,682.76",63.97%
Q151 (SATIN SLEEP-CAP(LG) : BLACK (DZ/36 DZ)),651.00,"5,556.00",0.0%,8.53,"2,009.95",3.09,"3,546.05",63.82%
Q152 (SATIN SLEEP-CAP(XL) : ASSORTED (DZ/36 DZ)),320.00,"2,898.00",0.0%,9.06,"1,102.35",3.44,"1,795.65",61.96%
Q153 (SATIN SLEEP-CAP(XL) : BLACK (DZ/36 DZ)),238.00,"2,151.00",0.0%,9.04,836.20,3.51,"1,314.80",61.13%
Q154 (SATIN SLEEP-CAP(FL) : ASSORTED (DZ/36 DZ)),193.00,"1,758.00",0.0%,9.11,706.58,3.66,"1,051.42",59.81%
Q156 (SATIN BONNET (LG) : ASSORTED (DZ/36 DZ)),336.00,"2,868.50",0.0%,8.54,"1,040.48",3.10,"1,828.02",63.73%
Q157 (SATIN BONNET (LG) : BLACK (DZ/24DZ)),721.00,"6,168.50",0.0%,8.56,"2,248.25",3.12,"3,920.25",63.55%
Q158 (SATIN BONNET (XL) : ASSORTED (DZ/36 DZ)),288.00,"2,607.00",0.0%,9.05,"1,023.06",3.55,"1,583.94",60.76%
Q159 (SATIN BONNET (XL) : BLACK (DZ/36 DZ)),316.00,"2,856.00",0.0%,9.04,"1,148.53",3.63,"1,707.47",59.79%
Q160 (SATIN OVER WRAP (LG) : ASSORTED (DZ/24DZ)),79.00,676.50,0.0%,8.56,240.95,3.05,435.55,64.38%
Q161 (SATIN OVER WRAP (LG) : BLACK (DZ/48 DZ)),146.00,"1,248.50",0.0%,8.55,442.92,3.03,805.58,64.52%
Q162 (SATIN TRIANGLE (LG) : ASSORTED (DZ/48 DZ)),57.00,497.00,0.0%,8.72,165.02,2.90,331.98,66.8%
Q163 (SATIN TRIANGLE (LG) : BLACK (DZ/48 DZ)),126.00,"1,078.50",0.0%,8.56,363.96,2.89,714.54,66.25%
Q164 (SATIN SCARF (LG) : ASSORTED (DZ/36 DZ)),91.00,834.00,0.0%,9.16,329.14,3.62,504.86,60.54%
Q165 (SATIN SCARF (LG) : BLACK (DZ/36 DZ)),218.00,"1,983.00",0.0%,9.10,781.19,3.58,"1,201.81",60.61%
Q166 (SATIN BAND (LG) : ASSORTED (DZ/48 DZ)),114.00,806.00,0.0%,7.07,269.04,2.36,536.96,66.62%
Q167 (SATIN BAND (LG) : BLACK (DZ/48 DZ)),234.00,"1,650.00",0.0%,7.05,552.22,2.36,"1,097.78",66.53%
Q168 (SATIN FOAM WRAP (LG) : ASSORTED (DZ/36 DZ)),6.00,56.00,0.0%,9.33,20.04,3.34,35.96,64.21%
Q169 (SATIN FOAM WRAP (LG) : BLACK (DZ/36 DZ)),36.00,306.00,0.0%,8.50,119.90,3.33,186.10,60.82%
Q170 (SPANDEX-CAP (LG) : ASSORTED (DZ/48 DZ)),99.00,849.00,0.0%,8.58,279.37,2.82,569.63,67.09%
Q171 (SPANDEX WRAP : ASSORTED (DZ/48 DZ)),130.00,"1,185.00",0.0%,9.12,441.29,3.39,743.71,62.76%
Q172 (SPANDEX-CAP (LG) : BLACK (DZ/48 DZ)),91.00,783.50,0.0%,8.61,259.12,2.85,524.38,66.93%
Q173 (SPANDEX WRAP : BLACK (DZ/48 DZ)),293.00,"2,646.00",0.0%,9.03,995.62,3.40,"1,650.38",62.37%
Q174 (SATIN WRAP-OPEN TOP (LG) : ASSORT (DZ/48 DZ)),113.00,511.50,0.0%,4.53,258.97,2.29,252.53,49.37%
Q175 (SATIN WRAP-OPEN TOP (LG) : BLACK (DZ/48 DZ)),312.00,"1,411.50",0.0%,4.52,714.51,2.29,696.99,49.38%
Q176 (SATIN MULTI SCARF : ASSORT (DZ/48 DZ)),58.00,531.00,0.0%,9.16,189.98,3.28,341.02,64.22%
Q177 (SATIN MULTI SCARF : BLACK (DZ/48 DZ)),63.00,576.00,0.0%,9.14,206.64,3.28,369.36,64.13%
Q178 (SATIN BRAID BONNET : ASSORT (DZ/36 DZ)),350.00,"3,153.00",0.0%,9.01,"1,427.98",4.08,"1,725.02",54.71%
Q179 (SATIN BRAID BONNET : BLACK (DZ/36 DZ)),684.00,"6,171.00",0.0%,9.02,"2,790.67",4.08,"3,380.33",54.78%
Q180 (SHOWER-CAP (LG) : ASSORTED (DZ/48 DZ)),224.00,"1,011.00",0.0%,4.51,470.40,2.10,540.60,53.47%
Q181 (SHOWER-CAP (LG) : BLACK (DZ/48 DZ)),282.00,"1,278.00",0.0%,4.53,592.20,2.10,685.80,53.66%
Q182 (SHOWER CAP : DOT (DZ/48 DZ)),455.00,"2,059.50",0.0%,4.53,"1,137.49",2.50,922.01,44.77%
Q183 (SHOWER-CAP (XL) : ASSORT (DZ/48 DZ)),161.00,730.50,0.0%,4.54,362.25,2.25,368.25,50.41%
Q184 (SHOWER-CAP (XL) : BLACK (DZ/48 DZ)),177.00,805.50,0.0%,4.55,398.25,2.25,407.25,50.56%
Q185 (CONDITIONING-CAP (6 PC) : ASSORT (DZ/48 DZ)),25.00,112.50,0.0%,4.50,67.47,2.70,45.03,40.03%
Q186 (CONDITIONING-CAP (6 PC) : CLEAR (DZ/48 DZ)),65.00,292.50,0.0%,4.50,130.06,2.00,162.44,55.54%
Q187 (CONDITIONING-CAP (30PC/6EA/PK) : AST (PK/12PK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q188 (CONDITIONING-CAP (30PC/6EA/PK) : CLR (PK/12PK)),12.00,90.00,0.0%,7.50,0.00,0.00,90.00,100.0%
Q190 (PROCESSING-CAP (LG) : GOLD (DZ/48 DZ)),115.00,523.50,0.0%,4.55,230.01,2.00,293.49,56.06%
Q191 (PROCESSING-CAP (LG) : SILVER (DZ/48 DZ)),97.00,438.00,0.0%,4.52,194.38,2.00,243.62,55.62%
Q192 (TIPPING CAP : ASSORT (DZ/48 DZ)),250.00,"1,506.00",0.0%,6.02,675.89,2.70,830.11,55.12%
Q194 (RAIN-BONNET (LG)-CLEAR (DZ/48 DZ)),84.00,396.00,0.0%,4.71,192.66,2.29,203.34,51.35%
Q195 (BRAID SHOWER CAP : ASSORT (DZ/24 DZ)),158.00,"2,874.00",0.0%,18.19,"1,208.70",7.65,"1,665.30",57.94%
Q196 (BRAID SHOWER CAP : BLACK (DZ/24 DZ)),197.00,"3,576.00",0.0%,18.15,"1,507.05",7.65,"2,068.95",57.86%
Q199 (NEUTRALIZING BIB : CLEAR (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q260 (KNOTTED HEADWRAP : ASSORT (DZ/12 DZ)),120.00,"2,178.00",0.0%,18.15,967.74,8.06,"1,210.26",55.57%
Q261 (KNOTTED HEADWRAP : BLACK (DZ/12 DZ)),178.00,"3,210.00",0.0%,18.03,"1,438.81",8.08,"1,771.19",55.18%
Q262 (KNOTTED HEADWRAP : WHITE (DZ/12 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q303 (FOAM MESH-WRAP : ASSORT (DZ/36 DZ)),91.00,740.00,0.0%,8.13,310.77,3.42,429.23,58.0%
Q304 (FOAM MESH-WRAP : BLACK (DZ/36 DZ)),177.00,"1,430.00",0.0%,8.08,602.66,3.40,827.34,57.86%
Q305 (FIRM MESH-WRAP : ASSORT (DZ/48 DZ)),31.00,217.00,0.0%,7.00,94.55,3.05,122.45,56.43%
Q306 (FIRM MESH-WRAP : BLACK (DZ/48 DZ)),59.00,421.00,0.0%,7.14,176.44,2.99,244.56,58.09%
Q307 (PLASTIC EAR COVER (8 PC) : ASSORT (DZ/48 DZ)),2.00,8.00,0.0%,4.00,0.00,0.00,8.00,100.0%
Q308 (PLASTIC EAR COVER (8 PC) : CLEAR (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q385 (BIG KNOTTED HEADWRAP : ASSORT (DZ/12DZ)),32.00,684.00,0.0%,21.38,310.81,9.71,373.19,54.56%
Q386 (BIG KNOTTED HEADWRAP : BLACK (DZ/12DZ)),43.00,915.00,0.0%,21.28,421.55,9.80,493.45,53.93%
Q439 (KUFI-CAP : CRIMSON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q440 (KUFI-CAP : PEACH (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q441 (KUFI-CAP : MUSTARD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q442 (KUFI-CAP : TURQUOISE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q443 (KUFI-CAP : BEIGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q444 (KUFI-CAP : DARK BROWN (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q445 (KUFI-CAP : AQUA (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q446 (KUFI-CAP : TAN (BULK) (DZ/40 DZ)),4.00,54.00,0.0%,13.50,0.00,0.00,54.00,100.0%
Q447 (KUFI-CAP : LEMON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q450 (KUFI-CAP ASSORT (DZ/24 DZ)),20.00,315.00,0.0%,15.75,148.53,7.43,166.47,52.85%
Q451 (KUFI-CAP BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q452 (KUFI-CAP WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),259.00,"3,501.00",0.0%,13.52,"1,709.40",6.60,"1,791.60",51.17%
Q471 (KUFI-CAP : WHITE (BULK) (DZ/40 DZ)),77.00,"1,048.50",0.0%,13.62,508.20,6.60,540.30,51.53%
Q472 (KUFI-CAP : RED (BULK) (DZ/40 DZ)),19.00,261.00,0.0%,13.74,125.40,6.60,135.60,51.95%
Q473 (KUFI-CAP : NAVY BLUE (BULK) (DZ/40 DZ)),7.00,99.00,0.0%,14.14,46.20,6.60,52.80,53.33%
Q474 (KUFI-CAP : ROYAL BLUE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q475 (KUFI-CAP : SKY BLUE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q476 (KUFI-CAP : D. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q477 (KUFI-CAP : L. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q478 (KUFI-CAP : BROWN (BULK) (DZ/40 DZ)),7.00,99.00,0.0%,14.14,46.20,6.60,52.80,53.33%
Q479 (KUFI-CAP : KHAKI (BULK) (DZ/40 DZ)),1.00,18.00,0.0%,18.00,6.60,6.60,11.40,63.33%
Q480 (KUFI-CAP : H. PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q481 (KUFI-CAP : PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q482 (KUFI-CAP : GOLD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q483 (KUFI-CAP : YELLOW (BULK) (DZ/40 DZ)),16.00,216.00,0.0%,13.50,105.60,6.60,110.40,51.11%
Q484 (KUFI-CAP : PURPLE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q485 (KUFI-CAP : LAVENDER (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q486 (KUFI-CAP : GREEN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q487 (KUFI-CAP : LIME (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q488 (KUFI-CAP : BURGUNDY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q489 (KUFI-CAP : ORANGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q490 (KUFI-CAP : AFRO (BULK) (DZ/40 DZ)),127.00,"1,723.50",0.0%,13.57,838.20,6.60,885.30,51.37%
Q497 (KUFI-CAP : CREAM (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q498 (KUFI-CAP :M. PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q500 (DLX CUSTOM WEAVING CAP (PETITE) (DZ/36 DZ)),26.00,486.00,0.0%,18.69,197.38,7.59,288.62,59.39%
Q5000 (SILI BAND STOCKING WIG CAP : L/BRW (DZ/40DZ)),108.00,763.50,0.0%,7.07,336.18,3.11,427.32,55.97%
Q5001 (SILI BAND STOCKING WIG CAP : BK (DZ/40DZ)),527.00,"3,702.00",0.0%,7.02,"1,700.84",3.23,"2,001.16",54.06%
Q5002 (SILI BAND STOCKING WIG CAP : BRW (DZ/40DZ)),95.00,667.50,0.0%,7.03,302.88,3.19,364.62,54.63%
Q5003 (SILI BAND STOCKING WIG CAP : NTR (DZ/40DZ)),217.00,"1,553.00",0.0%,7.16,685.74,3.16,867.26,55.84%
"Q5004 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BK (DZ/40DZ))",451.00,"3,879.00",0.0%,8.60,"1,495.94",3.32,"2,383.06",61.44%
"Q5005 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BRW (DZ/40DZ))",52.00,445.50,0.0%,8.57,171.96,3.31,273.54,61.4%
"Q5006 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : NTR (DZ/40DZ))",57.00,491.50,0.0%,8.62,176.86,3.10,314.64,64.02%
Q501 (DLX CUSTOM WEAVING CAP : BLACK (DZ/36 DZ)),221.00,"4,026.00",0.0%,18.22,"1,709.55",7.74,"2,316.45",57.54%
Q5011 (MESH WIG CAP (DOME STYLE) : BK (DZ/48 DZ)),"5,425.00","73,621.50",0.0%,13.57,"29,547.52",5.45,"44,073.98",59.87%
