MainCode,Description,Color,Size,Unit,OnHand,Price1,Bin#,MainCode2,Price2,Price3,Price4,Price5
Q102,STOCKING WIG-CAP (2 PC) : LIGHT BROWN,LT. BROWN,R,DZ,5738,$3.00 ,B21,,$4.50 ,$6.00 ,$0.00 ,$0.00 
Q103,STOCKING WIG-CAP (100 PC) : BLACK,BLACK,XL,PK,318,$10.00 ,B20,,$13.00 ,$25.00 ,$0.00 ,$0.00 
Q104,STOCKING WIG-CAP (2 PC) : NATURAL,NATURAL,R,DZ,14090,$3.00 ,B20,,$4.50 ,$6.00 ,$0.00 ,$0.00 
Q105,STOCKING WIG-CAP (200 PC) : BLACK,BLACK,XL,PK,662,$19.00 ,B19,,$25.00 ,$45.00 ,$0.00 ,$0.00 
Q106,STOCKING WIG-CAP (400 PC) : BLACK,BLACK,XL,PC,1227,$37.00 ,B19,,$50.00 ,$80.00 ,$0.00 ,$0.00 
Q107,STOCKING WIG-CAP (400 PC) : NATURAL,NATURAL,XL,PK,65,$37.00 ,B18,,$50.00 ,$80.00 ,$0.00 ,$0.00 
Q108,BRAID CYLINDER : BLACK,BLACK,R,DZ,820,$4.50 ,B6,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q109,BRAID CYLINDER : BROWN,BROWN,R,DZ,253,$4.50 ,B18,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q110,MESH-WRAP (LG) : ASSORT,ASSORT,R,DZ,168,$6.00 ,B18,,$8.00 ,$10.00 ,$0.00 ,$0.00 
Q111,MESH-WRAP (LG) : BLACK,BLACK,R,DZ,977,$6.00 ,B18,,$8.00 ,$10.00 ,$0.00 ,$0.00 
Q114,UNDA CAP (3 PC) : WHITE,WHITE,R,DZ,1354,$3.00 ,N/A,,$4.50 ,$6.00 ,$0.00 ,$0.00 
Q115,UNDA CAP (3 PC) : PINK,PINK,R,DZ,1124,$3.00 ,N/A,,$4.50 ,$6.00 ,$0.00 ,$0.00 
Q116,UNDA CAP (3 PC) : BLUE,BLUE,R,DZ,766,$3.00 ,N/A,,$4.50 ,$6.00 ,$0.00 ,$0.00 
Q117,UNDA CAP (100 PC) : WHITE,WHITE,R,BOX,619,$8.00 ,N/A,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q118,UNDA CAP (100 PC) : PINK,PINK,R,BOX,263,$8.00 ,N/A,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q119,UNDA CAP (100 PC) : BLUE,BLUE,R,BOX,574,$8.00 ,N/A,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q120,SUPER JUMBO SLEEP-CAP : ASSORT,ASSORT,J,DZ,130,$11.50 ,B17,,$15.00 ,$24.00 ,$0.00 ,$0.00 
Q121,SUPER JUMBO SLEEP-CAP : BLACK,BLACK,J,DZ,317,$11.50 ,B17,,$15.00 ,$24.00 ,$0.00 ,$0.00 
Q122,SUPER JUMBO BONNET : ASSORT,ASSORT,J,DZ,238,$11.50 ,B17,,$15.00 ,$24.00 ,$0.00 ,$0.00 
Q123,SUPER JUMBO BONNET : BLACK,BLACK,J,DZ,0,$11.50 ,B17,,$15.00 ,$24.00 ,$0.00 ,$0.00 
Q124,DRAWSTRING SLEEP CAP : ASSORT,ASSORT,R,DZ,312,$9.00 ,B16,,$12.00 ,$18.00 ,$0.00 ,$0.00 
Q125,DRAWSTRING SLEEP CAP : BLACK,BLACK,R,DZ,606,$9.00 ,B16,,$12.00 ,$18.00 ,$0.00 ,$0.00 
Q126,XL STOCKING WIG-CAP (2PCS) : BLACK,BLACK,XL,DZ,4304,$3.50 ,B16,,$4.50 ,$6.00 ,$0.00 ,$0.00 
Q127,XL STOCKING WIG CAP(200PCS) : BLACK,BLACK,XL,PK,0,$19.00 ,B16,,$25.00 ,$45.00 ,$0.00 ,$0.00 
Q129,MAGIC-SCARF : ASSORT,ASSORT,R,DZ,358,$18.00 ,B15,,$24.00 ,$36.00 ,,
Q130,MAGIC-SCARF : BLACK,BLACK,R,DZ,1076,$18.00 ,B15,,$24.00 ,$36.00 ,,
Q131,MAGIC-SCARF : WHITE,WHITE,R,DZ,19,$18.00 ,B15,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q140,LADY DURAG : ASSORT,ASSORT,R,DZ,192,$12.00 ,B15,,$16.50 ,$30.00 ,$0.00 ,$0.00 
Q141,LADY DURAG : BLACK,BLACK,R,DZ,510,$12.00 ,B14,,$16.50 ,$30.00 ,$0.00 ,$0.00 
Q142,STOCKING WIG-CAP (2 PC) : DARK BROWN,D/BROWN,R,DZ,1207,$3.00 ,E1,,$4.50 ,$6.00 ,$0.00 ,$0.00 
Q143,STOCKING WIG-CAP (2 PC) : AUBURN,AUBURN,R,DZ,18059,$3.00 ,E1,,$4.50 ,$6.00 ,$0.00 ,$0.00 
Q144,STOCKING WIG-CAP (2 PC) : CREAM,CREAM,R,DZ,2481,$3.00 ,E1,,$4.50 ,$6.00 ,$0.00 ,$0.00 
Q150,SATIN SLEEP-CAP(LG) : ASSORT,ASSORT,L,DZ,536,$8.50 ,B14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q151,SATIN SLEEP-CAP(LG) : BLACK,BLACK,L,DZ,1662,$8.50 ,B14,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q152,SATIN SLEEP-CAP(XL) : ASSORT,ASSORT,XL,DZ,211,$9.00 ,B14,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q153,SATIN SLEEP-CAP(XL) : BLACK,BLACK,XL,DZ,525,$9.00 ,B13,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q154,SATIN SLEEP-CAP(FL) : ASSORT,ASSORT,R,DZ,403,$9.00 ,B13,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q156,SATIN BONNET (LG) : ASSORT,ASSORT,L,DZ,536,$8.50 ,B13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q157,SATIN BONNET (LG) : BLACK,BLACK,L,DZ,1267,$8.50 ,B13,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q158,SATIN BONNET (XL) : ASSORT,ASSORT,XL,DZ,106,$9.00 ,B12,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q159,SATIN BONNET (XL) : BLACK,BLACK,XL,DZ,497,$9.00 ,B12,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q160,SATIN OVER WRAP (LG) : ASSORT,ASSORT,L,DZ,247,$8.50 ,B12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q161,SATIN OVER WRAP (LG) : BLACK,BLACK,L,DZ,365,$8.50 ,B12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q162,SATIN TRIANGLE (LG) : ASSORT,ASSORT,L,DZ,142,$8.50 ,B12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q163,SATIN TRIANGLE (LG) : BLACK,BLACK,L,DZ,498,$8.50 ,B12,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q164,SATIN SCARF (LG) : ASSORT,ASSORT,L,DZ,192,$9.00 ,B11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q165,SATIN SCARF (LG) : BLACK,BLACK,L,DZ,470,$9.00 ,B11,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q166,SATIN BAND (LG) : ASSORT,ASSORT,L,DZ,9,$7.00 ,B11,,$9.00 ,$12.00 ,$0.00 ,$0.00 
Q167,SATIN BAND (LG) : BLACK,BLACK,L,DZ,334,$7.00 ,B11,,$9.00 ,$12.00 ,$0.00 ,$0.00 
Q168,SATIN FOAM WRAP (LG) : ASSORT,ASSORT,L,DZ,77,$8.50 ,B10,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q169,SATIN FOAM WRAP (LG) : BLACK,BLACK,L,DZ,174,$8.50 ,B10,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q170,SPANDEX-CAP (LG) : ASSORT,ASSORT,L,DZ,258,$8.50 ,B10,,$11.00 ,$15.00 ,,
Q171,SPANDEX WRAP : ASSORT,ASSORT,R,DZ,856,$9.00 ,B10,,$12.00 ,$15.00 ,,
Q172,SPANDEX-CAP (LG) : BLACK,BLACK,L,DZ,1008,$8.50 ,B9,,$11.00 ,$15.00 ,,
Q173,SPANDEX WRAP : BLACK,BLACK,R,DZ,1263,$9.00 ,B9,,$12.00 ,$15.00 ,,
Q174,SATIN WRAP-OPEN TOP (LG) : ASSORT,ASSORT,L,DZ,310,$4.50 ,B9,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q175,SATIN WRAP-OPEN TOP (LG) : BLACK,BLACK,L,DZ,510,$4.50 ,B9,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q176,SATIN MULTI SCARF : ASSORT,ASSORT,R,DZ,55,$9.00 ,B8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q177,SATIN MULTI SCARF : BLACK,BLACK,R,DZ,0,$9.00 ,B8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q178,SATIN BRAID BONNET : ASSORT,ASSORT,R,DZ,615,$9.00 ,B8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q179,SATIN BRAID BONNET : BLACK,BLACK,R,DZ,759,$9.00 ,B8,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q180,SHOWER-CAP (LG) : ASSORT,ASSORT,L,DZ,1027,$4.50 ,B7,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q181,SHOWER-CAP (LG) : BLACK,BLACK,L,DZ,1598,$4.50 ,B7,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q182,SHOWER CAP : DOT,DOT,R,DZ,970,$4.50 ,B7,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q183,SHOWER-CAP (XL) : ASSORT,ASSORT,XL,DZ,714,$4.50 ,B7,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q184,SHOWER-CAP (XL) : BLACK,BLACK,XL,DZ,805,$4.50 ,B6,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q185,CONDITIONING-CAP (6 PC) : ASSORT,ASSORT,R,DZ,314,$4.50 ,B6,,$6.00 ,$8.00 ,,
Q186,CONDITIONING-CAP (6 PC) : CLEAR,CLEAR,R,DZ,867,$4.50 ,B6,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q187,CONDITIONING-CAP (30PC/6EA/PK) : ASSORT,ASSORT,R,PK,39,$6.00 ,B6,,$7.50 ,$12.00 ,$0.00 ,$0.00 
Q188,CONDITIONING-CAP (30PC/6EA/PK) : CLEAR,CLEAR,R,PK,241,$6.00 ,B6,,$7.50 ,$12.00 ,$0.00 ,$0.00 
Q190,PROCESSING-CAP (LG) : GOLD,GOLD,L,DZ,670,$4.50 ,B5,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q191,PROCESSING-CAP (LG) : SILVER,SILVER,L,DZ,622,$4.50 ,B5,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q192,TIPPING CAP : ASSORT,ASSORT,R,DZ,1223,$6.00 ,B5,,$8.00 ,$12.00 ,$0.00 ,$0.00 
Q194,RAIN-BONNET (LG)-CLEAR,CLEAR,L,DZ,829,$4.50 ,B5,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q195,BRAID SHOWER CAP : ASSORT,ASSORT,R,DZ,77,$18.00 ,B4,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q196,BRAID SHOWER CAP : BLACK,BLACK,R,DZ,-5,$18.00 ,B4,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q199,NEUTRALIZING BIB : CLEAR,CLEAR,R,DZ,-12,$6.50 ,B4,,$8.50 ,$12.00 ,$0.00 ,$0.00 
Q260,KNOTTED HEADWRAP : ASSORT,ASSORT,R,DZ,740,$18.00 ,B3,,$24.00 ,$36.00 ,,
Q261,KNOTTED HEADWRAP : BLACK,BLACK,R,DZ,1386,$18.00 ,B3,,$24.00 ,$36.00 ,,
Q262,KNOTTED HEADWRAP : WHITE,WHITE,R,DZ,0,$18.00 ,B3,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q303,FOAM MESH-WRAP : ASSORT,ASSORT,R,DZ,115,$8.00 ,B3,,$10.00 ,$15.00 ,$0.00 ,$0.00 
Q304,FOAM MESH-WRAP : BLACK,BLACK,R,DZ,547,$8.00 ,B2,,$10.00 ,$15.00 ,$0.00 ,$0.00 
Q305,FIRM MESH-WRAP : ASSORT,ASSORT,R,DZ,251,$7.00 ,B2,,$9.00 ,$15.00 ,$0.00 ,$0.00 
Q306,FIRM MESH-WRAP : BLACK,BLACK,R,DZ,349,$7.00 ,B2,,$9.00 ,$15.00 ,$0.00 ,$0.00 
Q307,PLASTIC EAR COVER (8 PC) : ASSORT,ASSORT,R,DZ,-1,$4.00 ,B2,,$5.50 ,$9.00 ,$0.00 ,$0.00 
Q308,PLASTIC EAR COVER (8 PC) : CLEAR,CLEAR,R,DZ,-1,$4.00 ,B2,,$5.50 ,$9.00 ,$0.00 ,$0.00 
Q309,EAR COVER/300 PC BOX : ASSORT,ASSORT,R,PK,0,$12.00 ,N/A,,$16.50 ,$20.00 ,$0.00 ,$0.00 
Q310,EAR COVER/300 PC BOX : CLEAR,CLEAR,R,PK,0,$12.00 ,N/A,,$16.50 ,$20.00 ,$0.00 ,$0.00 
Q385,BIG KNOTTED HEADWRAP : ASSORT,ASSORT,R,DZ,546,$21.00 ,B1,,$27.00 ,$48.00 ,,
Q386,BIG KNOTTED HEADWRAP : BLACK,BLACK,R,DZ,250,$21.00 ,B1,,$27.00 ,$48.00 ,,
Q387,BIG KNOTTED HEADWRAP : WHITE,WHITE,R,DZ,0,$21.00 ,N/A,,$27.00 ,$48.00 ,$0.00 ,$0.00 
Q439,KUFI-CAP : CRIMSON,CRIMSON,R,DZ,364,$13.50 ,F22,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q440,KUFI-CAP : PEACH,PEACH,R,DZ,355,$13.50 ,F22,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q441,KUFI-CAP : MUSTARD,MUSTARD,R,DZ,209,$13.50 ,F22,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q442,KUFI-CAP : TURQUOISE,TURQUOISE,R,DZ,325,$13.50 ,F22,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q443,KUFI-CAP : NATURAL,NATURAL,R,DZ,0,$13.50 ,F22,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q444,KUFI-CAP : DARK BROWN,D. BROWN,R,DZ,8,$13.50 ,F22,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q445,KUFI-CAP : AQUA,AQUA,R,DZ,12,$13.50 ,F22,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q446,KUFI-CAP : TAN,TAN,R,DZ,80,$13.50 ,F22,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q447,KUFI-CAP : LEMON,LEMON,R,DZ,0,$13.50 ,F21,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q448,KUFI-CAP MEDIUM PINK,MEDIUM PINK,R,DZ,0,$13.50 ,F21,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q449,KUFI-CAP HOT PINK,HOT PINK,R,DZ,0,$13.50 ,F21,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q450,KUFI-CAP ASSORT,ASSORT,R,DZ,59,$15.00 ,F21,,$20.00 ,$36.00 ,$0.00 ,$0.00 
Q451,KUFI-CAP BLACK,BLACK,R,DZ,144,$15.00 ,F21,,$20.00 ,$36.00 ,$0.00 ,$0.00 
Q452,KUFI-CAP WHITE,WHITE,R,DZ,0,$15.00 ,F21,,$20.00 ,$36.00 ,$0.00 ,$0.00 
Q469,KUFI-CAP : ASSORT,ASSORT,R,DZ,-12,$13.50 ,F21,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q470,KUFI-CAP : BLACK,BLACK,R,DZ,730,$13.50 ,F21,,$18.00 ,$30.00 ,$6.00 ,$6.00 
Q471,KUFI-CAP : WHITE,WHITE,R,DZ,348,$13.50 ,F20,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q472,KUFI-CAP : RED,RED,R,DZ,214,$13.50 ,F20,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q473,KUFI-CAP : NAVY,NAVY BLUE,R,DZ,12,$13.50 ,F20,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q474,KUFI-CAP : ROYAL,ROYAL BLUE,R,DZ,168,$13.50 ,F20,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q475,KUFI-CAP : SKY,SKY BLUE,R,DZ,0,$13.50 ,F20,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q476,KUFI-CAP : D. GRAY,D. GRAY,R,DZ,0,$13.50 ,F20,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q477,KUFI-CAP : L. GRAY,L. GRAY,R,DZ,49,$13.50 ,F20,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q478,KUFI-CAP : BROWN,BROWN,R,DZ,131,$13.50 ,F20,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q479,KUFI-CAP : KHAKI,KHAKI,R,DZ,64,$13.50 ,F19,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q480,KUFI-CAP : H.PINK,HOT PINK,R,DZ,88,$13.50 ,F19,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q481,KUFI-CAP : PINK,PINK,R,DZ,65,$13.50 ,F19,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q482,KUFI-CAP : GOLD,GOLD,R,DZ,0,$13.50 ,F19,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q483,KUFI-CAP : YELLOW,YELLOW,R,DZ,49,$13.50 ,F19,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q484,KUFI-CAP : PURPLE,PURPLE,R,DZ,27,$13.50 ,F19,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q485,KUFI-CAP : LAVENDER,LAVENDER,R,DZ,0,$13.50 ,F19,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q486,KUFI-CAP : GREEN,GREEN,R,DZ,0,$13.50 ,F19,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q487,KUFI-CAP : LIME,LIME,R,DZ,0,$13.50 ,F18,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q488,KUFI-CAP : BURGUNDY,BURGUNDY,R,DZ,0,$13.50 ,F18,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q489,KUFI-CAP : ORANGE,ORANGE,R,DZ,0,$13.50 ,F18,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q490,KUFI-CAP : AFRO,AFRO,R,DZ,328,$13.50 ,F18,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q491,DOUBLE KOOPY-CAP BLACK,BLACK,R,DZ,0,$13.50 ,F18,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q496,KUFI-CAP : M.PINK,M/PINK,R,DZ,0,$13.50 ,F6,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q497,KUFI-CAP : CREAM,CREAM,R,DZ,0,$13.50 ,F18,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q498,KUFI-CAP :M.PINK,M. PINK,R,DZ,950,$13.50 ,F18,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q500,DLX CUSTOM WEAVING CAP,N/A,R,DZ,148,$18.00 ,B1,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5000,SILI BAND STOCKING WIG CAP : L.BROWN,L/BRWON,R,DZ,445,$7.00 ,B1,,$9.50 ,$15.00 ,$0.00 ,$0.00 
Q5001,SILI BAND STOCKING WIG CAP : BLACK,BLACK,R,DZ,1801,$7.00 ,C22,,$9.50 ,$15.00 ,$0.00 ,$0.00 
Q5002,SILI BAND STOCKING WIG CAP : BROWN,BROWN,R,DZ,553,$7.00 ,C22,,$9.50 ,$15.00 ,$0.00 ,$0.00 
Q5003,SILI BAND STOCKING WIG CAP : NATURAL,BEIGE,R,DZ,922,$7.00 ,C22,,$9.50 ,$15.00 ,$0.00 ,$0.00 
Q5004,"SILI BAND WIG & WEAVING CAP, CLOSED TOP : BLACK",BLACK,R,DZ,1632,$8.50 ,C22,,$12.00 ,$18.00 ,$0.00 ,$0.00 
Q5005,"SILI BAND WIG & WEAVING CAP, CLOSED TOP : BROWN",BROWN,R,DZ,539,$8.50 ,C21,,$12.00 ,$18.00 ,$0.00 ,$0.00 
Q5006,"SILI BAND WIG & WEAVING CAP, CLOSED TOP : NATURAL",NATURAL,R,DZ,629,$8.50 ,C21,,$12.00 ,$18.00 ,$0.00 ,$0.00 
Q501,DLX CUSTOM WEAVING CAP : BLACK,BLACK,R,DZ,879,$18.00 ,C21,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5011,MESH WIG CAP (DOME STYLE) : BLACK,BLACK,R,DZ,23455,$13.50 ,C20,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5012,SWISS LACE : BROWN,BROWN,R,DZ,617,$8.50 ,C20,,$12.00 ,$18.00 ,$0.00 ,$0.00 
Q5013,"U-PART WIG CAP, CENTER : BLACK",BLACK,R,DZ,653,$22.50 ,C20,,$30.00 ,$40.00 ,$0.00 ,$0.00 
Q5014,"U-PART WIG CAP, SIDE : BLACK",BLACK,R,DZ,254,$22.50 ,C19,,$30.00 ,$40.00 ,$0.00 ,$0.00 
Q5015,"U-PART WIG CAP (LACE), CENTER : BLACK",BLACK,R,DZ,416,$22.50 ,C19,,$30.00 ,$40.00 ,$0.00 ,$0.00 
Q5016,"U-PART WIG CAP (LACE), SIDE : BLACK",BLACK,R,DZ,236,$22.50 ,C19,,$30.00 ,$40.00 ,$0.00 ,$0.00 
Q5017,SPANDEX DOME CAP : BLACK,BLACK,R,DZ,20404,$9.00 ,C18,,$12.00 ,$15.00 ,,
Q5018,DLX STRETCH WEAVING CAP : BLACK,BLACK,R,DZ,1822,$22.50 ,C18,,$30.00 ,$40.00 ,$0.00 ,$0.00 
Q5019,CROCHET WIG CAP : BLACK,BLACK,R,DZ,3574,$13.50 ,C17,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q502,DLX WEAVING NET (2 PC) : BLACK,BLACK,R,DZ,138,$8.50 ,C17,,$11.00 ,$15.00 ,$0.00 ,$0.00 
Q5020,CROCHET WIG CAP : NATURAL,BEIGE,R,DZ,355,$13.50 ,C16,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q5021,"MESH WIG CAP (DOME STYLE, XL) : BLACK",BLACK,XL,DZ,8158,$13.50 ,C16,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5022,SWISS LACE : BLACK,BLACK,R,DZ,68,$8.50 ,C16,,$12.00 ,$18.00 ,$0.00 ,$0.00 
Q5023,"CORNROW CAP, U-PART : BLACK",BLACK,R,DZ,242,$36.00 ,C16,,$48.00 ,$60.00 ,$0.00 ,$0.00 
Q5024,"CORNROW CAP, STRAIGHT : BLACK",BLACK,R,DZ,431,$36.00 ,C15,,$48.00 ,$60.00 ,$0.00 ,$0.00 
Q5025,"CORNROW CAP, BRAIDED : BLACK",BLACK,R,DZ,314,$36.00 ,C15,,$48.00 ,$60.00 ,$0.00 ,$0.00 
Q5027,SPANDEX DOME CAP (XL) : BLACK,BLACK,XL,DZ,6841,$9.00 ,C15,,$12.00 ,$15.00 ,,
Q5029,"CROCHET WIG CAP, XL : BLACK",BLACK,XL,DZ,955,$13.50 ,C14,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q503,WEAVING CAP (OPEN TOP) : BLACK,BLACK,R,DZ,879,$5.50 ,C14,,$7.50 ,$9.00 ,$0.00 ,$0.00 
Q5030,"CROCHET WIG CAP, XL : NATURAL",BEIGE,XL,DZ,216,$13.50 ,C14,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q5031,MESH WIG CAP (DOME STYLE) : NATURAL,NATURAL,R,DZ,1387,$13.50 ,C14,,$18.00 ,$30.00 ,$0.00 ,$0.00 
Q5032,MICRO CROCHET WIG CAP : BLACK,BLACK,R,DZ,1202,$13.50 ,C13,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q5033,MICRO CROCHET WIG CAP : NATURAL,NATURAL,R,DZ,305,$13.50 ,C13,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q5034,"MICRO CROCHET WIG CAP, XL : BLACK",BLACK,XL,DZ,460,$13.50 ,C13,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q5035,"MICRO CROCHET WIG CAP, XL : NATURAL",NATURAL,XL,DZ,236,$13.50 ,C13,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q5037,SPANDEX DOME CAP : NATURAL,NATURAL,R,DZ,1220,$9.00 ,C12,,$12.00 ,$15.00 ,$0.00 ,$0.00 
Q504,WEAVING CAP (CLOSED TOP) : BLACK,BLACK,R,DZ,2999,$5.50 ,C12,,$7.50 ,$9.00 ,$0.00 ,$0.00 
Q5040,WEAVING CAP 100PCS (CLOSED TOP),N/A,R,PK,277,$38.00 ,C12,,$50.00 ,$60.00 ,$0.00 ,$0.00 
Q5041,"PONY TAIL NET, 5""X5"" : BLACK",BLACK,R,DZ,193,$8.50 ,C11,,$12.00 ,$18.00 ,,
Q5042,"PONY TAIL NET, 9""X9"" : BLACK",BLACK,R,DZ,81,$8.50 ,C11,,$12.00 ,$18.00 ,$0.00 ,$0.00 
Q5043,"SWISS LACE, 4""X4"" : BROWN",BROWN,R,DZ,123,$6.00 ,C11,,$8.50 ,$12.00 ,$0.00 ,$0.00 
Q5044,"SWISS LACE, 13""X4"" : BROWN",BROWN,R,DZ,191,$6.00 ,C11,,$8.50 ,$12.00 ,$0.00 ,$0.00 
Q5045,"LACE TAPE "" A"" TYPE, 50PCS",N/A,R,DZ,927,$18.00 ,C11,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5046,"LACE TAPE "" B"" TYPE, 50PCS",N/A,R,DZ,798,$18.00 ,C11,,$24.00 ,$36.00 ,$0.00 ,$0.00 
Q5047,"LACE TAPE ROLL TYPE, 1/2"" x 5 YARD",N/A,R,DZ,1259,$12.00 ,C11,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q5048,"SUPER HOLD LACE TAPE : A TYPE MINI, 25PCS",N/A,R,DZ,1195,$16.50 ,C10,,$21.00 ,$36.00 ,$0.00 ,$0.00 
Q5049,"SUPER HOLD LACE TAPE : 1"" X 3YD, ROLL",N/A,R,DZ,1477,$13.50 ,C10,,$18.00 ,$24.00 ,$0.00 ,$0.00 
Q505,INVISIABLE NET (3 PC) : BLACK,BLACK,R,DZ,2690,$3.50 ,C10,,$5.50 ,$9.00 ,,
Q5051,"ELASTIC WIG BAND, 1-1/8"" X 1YD : BLACK",BLACK,R,DZ,585,$4.50 ,C10,,$6.00 ,$9.00 ,,
Q5052,"ELASTIC WIG BAND, 1-3/4"" X 1YD : BLACK",BLACK,R,DZ,1052,$5.50 ,C10,,$7.50 ,$10.00 ,,
Q5053,"ELASTIC WIG BAND, 1-1/8"" X 1YD : NATURAL",NATURAL,R,DZ,2032,$4.50 ,C9,,$6.00 ,$9.00 ,$0.00 ,$0.00 
Q5054,"ELASTIC WIG BAND, 1-3/4"" X 1YD : NATURAL",NATURAL,R,DZ,1095,$5.50 ,C9,,$7.50 ,$10.00 ,$0.00 ,$0.00 
Q5055,"ELASTIC WIG BAND, 1-1/8"" X 1YD, W/ SILICONE, ONE SIDE : BLACK",SILICONE,R,DZ,30,$6.50 ,C9,,$9.00 ,$12.00 ,,
Q5056,"ELASTIC WIG BAND, 1-1/8"" X 1YD, W/ SILICONE, DOUBLE SIDE : BLACK",SILICONE,R,DZ,1459,$8.50 ,C9,,$12.00 ,$18.00 ,,
