,"Type","Date","Due Date","Num","Name","Qty","Invoiced","Backordered","Amount","Open Balance"
"Inventory",,,,,,,,,,
"E1083 (ADHESIVE-STRIP LASH/CLEAR (7G))",,,,,,,,,,
,"Sales Order","05/20/2020","06/04/2020","A33649","BYESSENCE BEAUTY(J&D ENT.)",1,0,1,4.50,4.50
"Total K008 (DU-RAG : BROWN (DZ/48 DZ))",,,,,,61,0,61,244.50,244.50
"K009 (DU-RAG : KHAKI (DZ/48 DZ))",,,,,,,,,,
,"Sales Order","02/07/2018","02/07/2018","A29236","CLORE CANADA INC.",1,0,1,4.00,4.00
,"Sales Order","02/08/2018","04/09/2018","A29246","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","02/13/2018","02/13/2018","A29265","CLORE CANADA INC.",2,0,2,8.00,8.00
,"Sales Order","02/15/2018","04/16/2018","A29278","YOUNG'S TRADING (GA)",6,0,6,24.00,24.00
,"Sales Order","02/28/2018","04/29/2018","A29353","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","03/13/2018","04/12/2018","A29435","KINGS BEAUTY SUPPLY (MAULDIN SC)",2,0,2,8.00,8.00
,"Sales Order","03/15/2018","05/14/2018","A29455","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","03/21/2018","03/21/2018","A29493","CLORE CANADA INC.",2,0,2,8.00,8.00
,"Sales Order","04/12/2018","06/11/2018","A29615","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","04/27/2018","04/27/2018","A29698","CLORE CANADA INC.",4,0,4,16.00,16.00
,"Sales Order","05/21/2018","06/20/2018","A29817","HAIR DEPOT PLUS(WARREN)",1,0,1,4.00,4.00
,"Sales Order","05/24/2018","06/23/2018","A29852","EVERGREEN BEAUTY",1,0,1,5.50,5.50
,"Sales Order","06/08/2018","08/07/2018","A29906","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","06/19/2018","07/19/2018","A29960","HAIR DEPOT PLUS(WARREN)",2,0,2,8.00,8.00
,"Sales Order","06/28/2018","07/28/2018","A30004","DASO TRADING INC.",6,0,6,24.00,24.00
,"Sales Order","06/29/2018","08/28/2018","A30011","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","06/29/2018","06/29/2018","A30016","CLORE CANADA INC.",3,0,3,12.00,12.00
,"Sales Order","07/05/2018","07/05/2018","A30038","CLORE CANADA INC.",3,0,3,12.00,12.00
,"Sales Order","07/16/2018","08/15/2018","A30081","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","07/19/2018","08/18/2018","A30103","HAIR DEPOT PLUS(WARREN)",1,0,1,4.00,4.00
,"Sales Order","07/19/2018","08/18/2018","A30105","DASO TRADING INC.",18,0,18,72.00,72.00
,"Sales Order","07/19/2018","09/17/2018","A30106","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","08/06/2018","09/05/2018","A30154","KINGS BEAUTY SUPPLY (MAULDIN SC)",2,0,2,11.00,11.00
,"Sales Order","08/07/2018","08/07/2018","A30170","CLORE CANADA INC.",4,0,4,16.00,16.00
,"Sales Order","08/07/2018","08/07/2018","A30173","ESSENCE BEAUTY DEPOT",2,0,2,11.00,11.00
,"Sales Order","08/10/2018","10/09/2018","A30197","PK INTERNATIONAL, INC.",24,0,24,96.00,96.00
,"Sales Order","08/13/2018","10/12/2018","A30198","WURI, INC.",6,0,6,24.00,24.00
,"Sales Order","08/24/2018","10/23/2018","A30272","WURI, INC.",6,4,2,24.00,8.00
,"Sales Order","08/31/2018","09/30/2018","A30298","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","08/31/2018","10/30/2018","A30299","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","09/13/2018","11/12/2018","A30348","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","09/24/2018","10/24/2018","A30401","DASO TRADING INC.",16,0,16,64.00,64.00
,"Sales Order","09/27/2018","09/27/2018","A30416","CLORE CANADA INC.",2,0,2,8.00,8.00
,"Sales Order","10/01/2018","10/31/2018","A30420","EVERGREEN BEAUTY",1,0,1,5.50,5.50
,"Sales Order","10/05/2018","11/04/2018","A30442","DASO TRADING INC.",16,0,16,64.00,64.00
,"Sales Order","10/05/2018","11/04/2018","A30449","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","10/11/2018","11/10/2018","A30479","HAIR DEPOT PLUS(COLUMBUS)",1,0,1,4.00,4.00
,"Sales Order","10/15/2018","10/15/2018","A30494","TRENDZ BEAUTY SUPPLY",2,0,2,11.00,11.00
,"Sales Order","10/26/2018","11/25/2018","A30545","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","11/12/2018","12/12/2018","A30626","EVERGREEN BEAUTY",1,0,1,5.50,5.50
,"Sales Order","11/12/2018","12/12/2018","A30631","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","11/12/2018","12/12/2018","A30632","HAIR DEPOT PLUS(COLUMBUS)",1,0,1,4.00,4.00
,"Sales Order","11/20/2018","12/20/2018","A30684","DASO TRADING INC.",24,0,24,96.00,96.00
,"Sales Order","12/05/2018","01/04/2019","A30753","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","12/05/2018","01/04/2019","A30754","DASO TRADING INC.",20,0,20,80.00,80.00
,"Sales Order","12/07/2018","01/06/2019","A30767","HAIR DEPOT PLUS(COLUMBUS)",1,0,1,4.00,4.00
,"Sales Order","12/11/2018","01/10/2019","A30787","DASO TRADING INC.",24,0,24,96.00,96.00
"Total K009 (DU-RAG : KHAKI (DZ/48 DZ))",,,,,,307,4,303,1241.50,1225.50
"K010 (DU-RAG : YELLOW (DZ/48 DZ))",,,,,,,,,,
,"Sales Order","08/17/2018","09/16/2018","A30236","EXPO TRADING",12,0,12,48.00,48.00
,"Sales Order","08/17/2018","09/16/2018","A30238","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.",24,12,12,96.00,48.00
,"Sales Order","08/30/2018","09/29/2018","A30292","HAIR DEPOT PLUS(WARREN)",12,0,12,48.00,48.00
,"Sales Order","10/01/2018","10/31/2018","A30426","7 DOLLAR BEAUTY SUPPLY",24,22,2,96.00,8.00
"Total K010 (DU-RAG : YELLOW (DZ/48 DZ))",,,,,,72,34,38,288.00,152.00
"K011 (DU-RAG : ORANGE (DZ/48 DZ))",,,,,,,,,,
,"Sales Order","02/05/2018","03/07/2018","A29209","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","02/21/2018","02/21/2018","A29316","PK INTERNATIONAL, INC.",24,0,24,96.00,96.00
,"Sales Order","02/26/2018","03/28/2018","A29338","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","03/07/2018","04/06/2018","A29387","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","03/19/2018","04/18/2018","A29471","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","03/19/2018","04/18/2018","A29475","7 DOLLAR BEAUTY SUPPLY",24,0,24,96.00,96.00
,"Sales Order","03/28/2018","04/27/2018","A29517","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","04/04/2018","05/04/2018","A29566","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","04/10/2018","05/10/2018","A29593","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","04/25/2018","04/25/2018","A29681","PK INTERNATIONAL, INC.",24,0,24,96.00,96.00
,"Sales Order","05/02/2018","06/01/2018","A29715","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","05/11/2018","06/10/2018","A29757","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","05/22/2018","06/21/2018","A29829","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","05/24/2018","05/24/2018","A29849","PK INTERNATIONAL, INC.",24,0,24,96.00,96.00
,"Sales Order","05/24/2018","06/23/2018","A29854","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","06/25/2018","08/24/2018","A29989","PK INTERNATIONAL, INC.",24,12,12,96.00,48.00
,"Sales Order","07/06/2018","08/05/2018","A30043","PAUL'S BEAUTY WHOLESALE",3,2,1,12.00,4.00
,"Sales Order","07/19/2018","08/18/2018","A30105","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","08/07/2018","08/07/2018","A30173","ESSENCE BEAUTY DEPOT",2,0,2,11.00,11.00
,"Sales Order","08/17/2018","09/16/2018","A30238","BEN'S (TX) BEAUTY SUPPLY DISTRIBUTOR INC.",24,0,24,96.00,96.00
,"Sales Order","10/01/2018","10/31/2018","A30426","7 DOLLAR BEAUTY SUPPLY",24,0,24,96.00,96.00
,"Sales Order","10/29/2018","12/28/2018","A30555","PK INTERNATIONAL, INC.",24,0,24,96.00,96.00
"Total K011 (DU-RAG : ORANGE (DZ/48 DZ))",,,,,,335,14,321,1343.00,1287.00
"K013 (DU-RAG : PINK (DZ/48 DZ))",,,,,,,,,,
,"Sales Order","01/23/2018","02/22/2018","A29153","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","02/08/2018","04/09/2018","A29246","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","02/12/2018","03/14/2018","A29258","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","03/12/2018","04/11/2018","A29422","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","03/20/2018","04/19/2018","A29480","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","03/20/2018","04/19/2018","A29485","HAIR DEPOT PLUS(YOUNGSTOWN)",1,0,1,4.00,4.00
,"Sales Order","03/29/2018","05/28/2018","A29542","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","07/17/2018","08/16/2018","A30088","BEAUTY DEPOT (JACKSON, MS)",1,0,1,5.50,5.50
,"Sales Order","07/19/2018","09/17/2018","A30106","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","08/10/2018","10/09/2018","A30197","PK INTERNATIONAL, INC.",24,0,24,96.00,96.00
,"Sales Order","08/17/2018","09/16/2018","A30236","EXPO TRADING",12,0,12,48.00,48.00
,"Sales Order","09/17/2018","10/17/2018","A30360","HAIR DEPOT PLUS(YOUNGSTOWN)",1,0,1,4.00,4.00
"Total K013 (DU-RAG : PINK (DZ/48 DZ))",,,,,,81,0,81,325.50,325.50
"K014 (DU-RAG (TWO TONE) : ASSORTED (DZ/48 DZ))",,,,,,,,,,
,"Sales Order","07/19/2018","08/18/2018","A30105","DASO TRADING INC.",18,8,10,72.00,40.00
,"Sales Order","10/31/2019","11/30/2019","A32572","7 DOLLAR BEAUTY SUPPLY",24,20,4,108.00,18.00
,"Sales Order","06/01/2020","06/01/2020","A33726","STEFFAN SPURGEON",1,0,1,9.00,9.00
,"Sales Order","06/22/2020","07/22/2020","A33867","KING J FASHION & BEAUTY",1,0,1,6.00,6.00
"Total K014 (DU-RAG (TWO TONE) : ASSORTED (DZ/48 DZ))",,,,,,44,28,16,195.00,73.00
"K018 (DU-RAG : ASSORTED (DZ/48 DZ))",,,,,,,,,,
,"Sales Order","04/11/2018","05/11/2018","A29604","J&J BEAUTY SUPPLY (GA)",1,0,1,5.50,5.50
,"Sales Order","04/20/2018","05/20/2018","A29654","TEN TEN US TRADING, CORP.",96,48,48,384.00,192.00
,"Sales Order","05/03/2018","05/03/2018","A29726","LUCKY TRADING, INC.",24,16,8,96.00,32.00
,"Sales Order","05/07/2018","05/07/2018","A29730","HAIR CROWN BEAUTY SUPPLY",6,0,6,24.00,24.00
,"Sales Order","05/07/2018","06/06/2018","A29731","C&L TRADING OF MIAMI",48,0,48,192.00,192.00
,"Sales Order","05/07/2018","07/06/2018","A29734","SUN 3 TRADING LLC.",6,0,6,24.00,24.00
,"Sales Order","05/07/2018","06/06/2018","A29736","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","05/08/2018","05/23/2018","A29739","SUPER BEAUTY WORLD",3,0,3,16.50,16.50
,"Sales Order","05/14/2018","07/13/2018","A29769","SUN 3 TRADING LLC.",9,0,9,36.00,36.00
,"Sales Order","05/14/2018","06/13/2018","A29771","KINGS BEAUTY SUPPLY (MAULDIN SC)",6,0,6,33.00,33.00
,"Sales Order","05/14/2018","06/13/2018","A29774","BEAUTY WORLD (ROCKY MT) NC5",1,0,1,5.50,5.50
,"Sales Order","05/15/2018","07/14/2018","A29779","I BEAUTY (NC10) CAPITAL",2,0,2,11.00,11.00
,"Sales Order","05/15/2018","06/14/2018","A29783","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","05/16/2018","06/15/2018","A29787","A-1 TRADING, INC. (GA)",6,0,6,24.00,24.00
,"Sales Order","05/16/2018","07/15/2018","A29789","P&J TRADING (MD)",3,0,3,12.00,12.00
,"Sales Order","05/16/2018","06/15/2018","A29790","HAIR PLUS",3,0,3,12.00,12.00
,"Sales Order","05/17/2018","06/16/2018","A29794","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",20,0,20,80.00,80.00
,"Sales Order","05/21/2018","05/21/2018","A29808","HAIR CROWN BEAUTY SUPPLY",3,0,3,12.00,12.00
,"Sales Order","05/21/2018","06/20/2018","A29810","TEN TEN US TRADING, CORP.",48,0,48,192.00,192.00
,"Sales Order","05/21/2018","06/20/2018","A29811","PAUL'S BEAUTY WHOLESALE",6,0,6,24.00,24.00
,"Sales Order","05/21/2018","06/20/2018","A29820","FASHION POINT(10/21/19 close notice)",6,0,6,24.00,24.00
,"Sales Order","05/21/2018","06/20/2018","A29821","BEN'S (PA) BEAUTY SUPPLY DISTRIBUTOR INC.",24,0,24,96.00,96.00
,"Sales Order","05/21/2018","06/20/2018","A29823","C&L TRADING OF MIAMI",48,0,48,192.00,192.00
,"Sales Order","05/21/2018","06/20/2018","A29825","C&L TRADING OF MIAMI",24,0,24,96.00,96.00
,"Sales Order","05/22/2018","06/21/2018","A29828","A-1 TRADING, INC. (GA)",6,0,6,24.00,24.00
,"Sales Order","05/22/2018","06/21/2018","A29834","PRIME CK",6,0,6,24.00,24.00
,"Sales Order","05/23/2018","07/22/2018","A29842","YOUNG'S TRADING (GA)",12,0,12,48.00,48.00
,"Sales Order","05/23/2018","07/22/2018","A29844","MISSION TRADING",6,0,6,24.00,24.00
,"Sales Order","05/24/2018","06/23/2018","A29854","DASO TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","05/29/2018","06/28/2018","A29867","UNION SALES, INC.",48,0,48,192.00,192.00
,"Sales Order","05/29/2018","06/28/2018","A29868","BIG MAN TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","05/30/2018","06/29/2018","A29869","A-1 TRADING, INC. (GA)",12,0,12,48.00,48.00
,"Sales Order","05/30/2018","07/29/2018","A29871","YOUNG'S TRADING (GA)",12,0,12,48.00,48.00
,"Sales Order","05/30/2018","06/29/2018","A29872","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","06/04/2018","08/03/2018","A29876","WURI, INC.",6,0,6,24.00,24.00
,"Sales Order","06/04/2018","08/03/2018","A29877","SUN 3 TRADING LLC.",12,0,12,48.00,48.00
,"Sales Order","06/04/2018","07/04/2018","A29878","C&L TRADING OF MIAMI",48,0,48,192.00,192.00
,"Sales Order","06/04/2018","07/04/2018","A29880","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","06/04/2018","07/04/2018","A29889","OH TRADING",12,0,12,45.00,45.00
,"Sales Order","07/09/2018","09/07/2018","A30055","ALICIA INTERNATIONAL, INC.",48,24,24,192.00,96.00
,"Sales Order","07/10/2018","08/09/2018","A30058","US IMPORT",6,5,1,24.00,4.00
,"Sales Order","07/11/2018","08/10/2018","A30061","A-1 TRADING, INC. (GA)",6,0,6,24.00,24.00
,"Sales Order","07/11/2018","09/09/2018","A30062","YOUNG'S TRADING (GA)",6,0,6,24.00,24.00
,"Sales Order","07/12/2018","07/12/2018","A30065","EBS IMPORT&WHOLESALE (GA)",4,0,4,16.00,16.00
,"Sales Order","07/12/2018","08/11/2018","A30067","FASHION POINT(10/21/19 close notice)",12,0,12,48.00,48.00
,"Sales Order","07/12/2018","08/11/2018","A30069","TEN TEN US TRADING, CORP.",48,0,48,192.00,192.00
,"Sales Order","07/13/2018","08/12/2018","A30070","PRIME CK",6,0,6,24.00,24.00
,"Sales Order","07/16/2018","08/15/2018","A30073","C&L TRADING OF MIAMI",48,0,48,192.00,192.00
,"Sales Order","07/16/2018","09/14/2018","A30075","SUN 3 TRADING LLC.",3,0,3,12.00,12.00
,"Sales Order","07/17/2018","08/16/2018","A30082","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",6,0,6,24.00,24.00
,"Sales Order","07/17/2018","08/16/2018","A30084","GOLDEN CROSS",48,0,48,192.00,192.00
,"Sales Order","07/17/2018","08/16/2018","A30085","BEAUTY ELEMENTS",48,0,48,192.00,192.00
,"Sales Order","07/17/2018","07/17/2018","A30087","THE SALON STORE",2,0,2,11.00,11.00
,"Sales Order","07/17/2018","08/16/2018","A30094","C&L TRADING OF MIAMI",48,0,48,192.00,192.00
,"Sales Order","07/18/2018","09/16/2018","A30096","YOUNG'S TRADING (GA)",6,0,6,24.00,24.00
,"Sales Order","07/18/2018","09/16/2018","A30099","P&J TRADING (MD)",6,0,6,24.00,24.00
,"Sales Order","07/18/2018","08/17/2018","A30100","A-1 TRADING, INC. (GA)",12,0,12,48.00,48.00
,"Sales Order","07/19/2018","08/18/2018","A30105","DASO TRADING INC.",48,0,48,192.00,192.00
,"Sales Order","07/20/2018","09/18/2018","A30109","SUN 3 TRADING LLC.",3,0,3,12.00,12.00
,"Sales Order","07/20/2018","08/04/2018","A30112","BEAUTY MART 1 (BEAUTY STORE)",2,0,2,11.00,11.00
,"Sales Order","07/20/2018","09/18/2018","A30113","WURI, INC.",12,0,12,48.00,48.00
,"Sales Order","07/20/2018","09/18/2018","A30114","SUN 3 TRADING LLC.",9,0,9,36.00,36.00
,"Sales Order","07/23/2018","07/23/2018","A30115","LUCKY TRADING, INC.",48,0,48,192.00,192.00
,"Sales Order","07/25/2018","09/23/2018","A30130","P&J TRADING (MD)",12,0,12,48.00,48.00
,"Sales Order","08/03/2018","10/02/2018","A30131","WURI, INC.",24,0,24,96.00,96.00
,"Sales Order","08/03/2018","10/02/2018","A30132","YOUNG'S TRADING (GA)",12,0,12,48.00,48.00
,"Sales Order","08/03/2018","09/02/2018","A30139","US IMPORT",12,0,12,48.00,48.00
,"Sales Order","08/03/2018","09/02/2018","A30143","A-1 TRADING, INC. (GA)",12,0,12,48.00,48.00
,"Sales Order","08/06/2018","08/06/2018","A30144","EBS IMPORT&WHOLESALE (GA)",2,0,2,8.00,8.00
,"Sales Order","08/06/2018","09/05/2018","A30146","UNION SALES, INC.",24,0,24,96.00,96.00
,"Sales Order","08/06/2018","09/05/2018","A30147","EMPRESS BEAUTY DISTRIBUTORS",12,0,12,48.00,48.00
,"Sales Order","08/06/2018","09/05/2018","A30149","BEAUTY ELEMENTS",48,0,48,192.00,192.00
,"Sales Order","08/06/2018","09/05/2018","A30150","7 DOLLAR BEAUTY SUPPLY",48,0,48,192.00,192.00
,"Sales Order","08/06/2018","10/05/2018","A30161","SUN 3 TRADING LLC.",12,0,12,48.00,48.00
,"Sales Order","08/07/2018","10/06/2018","A30168","ALICIA INTERNATIONAL, INC.",48,0,48,192.00,192.00
,"Sales Order","08/07/2018","09/06/2018","A30169","C&L TRADING OF MIAMI",48,0,48,192.00,192.00
,"Sales Order","08/07/2018","08/07/2018","A30170","CLORE CANADA INC.",6,0,6,24.00,24.00
,"Sales Order","08/07/2018","09/06/2018","A30171","HAIR PLUS",3,0,3,12.00,12.00
,"Sales Order","08/07/2018","09/06/2018","A30172","PRIME CK",6,0,6,24.00,24.00
,"Sales Order","08/07/2018","09/06/2018","A30174","SMILEY'S BEAUTY SUPPLY",1,0,1,5.50,5.50
,"Sales Order","08/08/2018","10/07/2018","A30177","YOUNG'S TRADING (GA)",12,0,12,48.00,48.00
,"Sales Order","08/08/2018","09/07/2018","A30178","US IMPORT",12,0,12,48.00,48.00
,"Sales Order","08/08/2018","08/23/2018","A30181","BEAUTY MART 1 (BEAUTY STORE)",2,0,2,11.00,11.00
,"Sales Order","08/10/2018","10/09/2018","A30194","P&J TRADING (MD)",12,0,12,48.00,48.00
,"Sales Order","08/10/2018","10/09/2018","A30197","PK INTERNATIONAL, INC.",24,0,24,96.00,96.00
,"Sales Order","08/13/2018","10/12/2018","A30198","WURI, INC.",12,0,12,48.00,48.00
,"Sales Order","08/13/2018","10/12/2018","A30202","SUN 3 TRADING LLC.",24,0,24,96.00,96.00
,"Sales Order","08/13/2018","09/12/2018","A30207","US IMPORT",12,0,12,48.00,48.00
,"Sales Order","08/14/2018","09/13/2018","A30209","BEN'S (MD) BEAUTY SUPPLY DISTRIBUTOR INC.",15,0,15,60.00,60.00
,"Sales Order","08/14/2018","09/13/2018","A30212","FASHION POINT(10/21/19 close notice)",6,0,6,24.00,24.00
,"Sales Order","08/15/2018","10/14/2018","A30214","YOUNG'S TRADING (GA)",12,0,12,48.00,48.00
,"Sales Order","08/15/2018","09/14/2018","A30217","A-1 TRADING, INC. (GA)",20,0,20,80.00,80.00
,"Sales Order","08/15/2018","08/30/2018","A30220","JOAH INTERNATIONAL, INC.",12,0,12,48.00,48.00
,"Sales Order","08/15/2018","09/14/2018","A30221","PRIME CK",6,0,6,24.00,24.00
,"Sales Order","09/12/2018","09/27/2018","A30344","A.S.K. BEAUTY",6,0,6,24.00,24.00
,"Sales Order","09/14/2018","11/13/2018","A30354","WURI, INC.",6,2,4,24.00,16.00
,"Sales Order","09/19/2018","10/04/2018","A30374","YOUNG'S BEAUTY SUPPLY (VA)",2,0,2,11.00,11.00
,"Sales Order","09/24/2018","11/23/2018","A30386","WURI, INC.",6,0,6,24.00,24.00
,"Sales Order","09/24/2018","10/09/2018","A30389","SUPER BEAUTY WORLD",2,0,2,11.00,11.00
,"Sales Order","09/24/2018","10/24/2018","A30394","WAKE BEAUTY",1,0,1,4.00,4.00
,"Sales Order","09/24/2018","11/23/2018","A30399","SUN 3 TRADING LLC.",6,0,6,24.00,24.00
,"Sales Order","09/25/2018","10/25/2018","A30402","PRIME CK",3,0,3,12.00,12.00
,"Sales Order","09/26/2018","11/25/2018","A30410","YOUNG'S TRADING (GA)",12,0,12,48.00,48.00
,"Sales Order","09/27/2018","10/27/2018","A30413","UNION SALES, INC.",48,0,48,192.00,192.00
,"Sales Order","10/01/2018","10/31/2018","A30420","EVERGREEN BEAUTY",1,0,1,5.50,5.50
,"Sales Order","10/01/2018","11/30/2018","A30425","WURI, INC.",6,0,6,24.00,24.00
,"Sales Order","10/01/2018","10/31/2018","A30426","7 DOLLAR BEAUTY SUPPLY",48,0,48,192.00,192.00
,"Sales Order","10/01/2018","11/30/2018","A30427","SUN 3 TRADING LLC.",12,0,12,48.00,48.00
,"Sales Order","10/01/2018","10/31/2018","A30430","C&L TRADING OF MIAMI",48,0,48,192.00,192.00
,"Sales Order","10/02/2018","12/01/2018","A30433","YOUNG'S TRADING (GA)",6,0,6,24.00,24.00
,"Sales Order","10/03/2018","11/02/2018","A30434","PRIME CK",6,0,6,24.00,24.00
,"Sales Order","10/04/2018","12/03/2018","A30437","PKNY INTERNATIONAL INC.",192,0,192,768.00,768.00
,"Sales Order","10/05/2018","10/05/2018","A30445","EBS IMPORT&WHOLESALE (GA)",1,0,1,4.00,4.00
,"Sales Order","10/08/2018","12/07/2018","A30451","WURI, INC.",12,0,12,48.00,48.00
,"Sales Order","10/08/2018","12/07/2018","A30453","SUN 3 TRADING LLC.",12,0,12,48.00,48.00
,"Sales Order","10/08/2018","11/07/2018","A30458","PAUL'S BEAUTY WHOLESALE",7,0,7,28.00,28.00
,"Sales Order","10/09/2018","11/08/2018","A30459","BIG MAN TRADING INC.",12,0,12,48.00,48.00
,"Sales Order","10/09/2018","11/08/2018","A30460","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","10/09/2018","12/08/2018","A30463","YOUNG'S TRADING (GA)",24,0,24,96.00,96.00
,"Sales Order","10/10/2018","11/09/2018","A30465","A-1 TRADING, INC. (GA)",12,0,12,48.00,48.00
,"Sales Order","10/10/2018","10/25/2018","A30469","A.S.K. BEAUTY",12,0,12,48.00,48.00
,"Sales Order","10/26/2018","11/25/2018","A30545","DASO TRADING INC.",16,0,16,64.00,64.00
,"Sales Order","10/26/2018","11/25/2018","A30548","GOLDEN CROSS",48,0,48,192.00,192.00
,"Sales Order","12/10/2018","02/08/2019","A30784","PKNY INTERNATIONAL INC.",36,0,36,144.00,144.00
,"Sales Order","03/06/2019","04/05/2019","A31314","US IMPORT",6,0,6,24.00,24.00
,"Sales Order","03/19/2019","04/18/2019","A31389","7 DOLLAR BEAUTY SUPPLY",96,48,48,384.00,192.00
,"Sales Order","06/04/2019","07/04/2019","A31821","PRIME CK",3,0,3,12.00,12.00
,"Sales Order","05/21/2020","06/05/2020","A33663","BEAUTY MART 1 (BEAUTY STORE)",1,0,1,6.00,6.00
,"Sales Order","06/29/2020","07/29/2020","A33897","C&L TRADING OF MIAMI",48,0,48,216.00,216.00
"Total K018 (DU-RAG : ASSORTED (DZ/48 DZ))",,,,,,2380,143,2237,9580.50,9008.50
"K021 (ARMY DU-RAG (DZ/48 DZ))",,,,,,,,,,
,"Sales Order","02/08/2018","04/09/2018","A29246","MISSION TRADING",6,3,3,27.00,13.50
,"Sales Order","02/15/2018","04/16/2018","A29278","YOUNG'S TRADING (GA)",6,0,6,27.00,27.00
,"Sales Order","02/19/2018","03/21/2018","A29299","KINGS BEAUTY SUPPLY (MAULDIN SC)",2,0,2,12.00,12.00
,"Sales Order","02/20/2018","02/20/2018","A29306","UNBEWEAVEABLE BEAUTY SUPPLY LLC",1,0,1,12.00,12.00
,"Sales Order","02/20/2018","03/22/2018","A29309","KING J FASHION & BEAUTY",1,0,1,6.00,6.00
,"Sales Order","02/21/2018","02/21/2018","A29316","PK INTERNATIONAL, INC.",24,0,24,108.00,108.00
,"Sales Order","03/21/2018","03/21/2018","A29493","CLORE CANADA INC.",3,0,3,13.50,13.50
,"Sales Order","03/23/2018","05/22/2018","A29504","SUN 3 TRADING LLC.",3,0,3,13.50,13.50
,"Sales Order","03/27/2018","04/26/2018","A29512","EVERGREEN BEAUTY",1,0,1,6.00,6.00
,"Sales Order","04/03/2018","06/02/2018","A29556","SUN 3 TRADING LLC.",3,0,3,13.50,13.50
,"Sales Order","04/05/2018","06/04/2018","A29574","YOUNG'S TRADING (GA)",6,0,6,36.00,36.00
,"Sales Order","04/09/2018","06/08/2018","A29586","SUN 3 TRADING LLC.",3,0,3,13.50,13.50
,"Sales Order","04/10/2018","05/10/2018","A29593","DASO TRADING INC.",6,0,6,27.00,27.00
